0	lemma	bet_1	bet_2	cosine	onto	frame	score	main_sense	figurative	label
419	arve	1	1.a	0.3232218623161316	0	0	4	1	0	1
420	arve	1	2	0.22360002994537354	1	0	4	0	0	1
421	arve	1	3	0.32491379976272583	0	0	4	0	0	1
422	arve	1.a	2	0.261640727519989	0	0	0	0	0	1
423	arve	1.a	3	0.40869659185409546	0	0	0	0	0	1
424	arve	2	3	0.3053566813468933	0	0	0	0	0	1
425	arving	1	1.a	0.3736608624458313	2	0	1	1	0	0
426	aske	1	1.a	0.0922778844833374	4	0	4	1	0	1
427	aspekt	1	1.a	0.22613394260406494	0	0	5	1	0	0
428	asyl	1	2	0.3105596899986267	1	0	17	0	0	1
429	atlet	1	2	0.22385907173156738	2	0	2	0	0	1
430	atmosfære	1	1.a	0.3952866792678833	2	0	7	1	0	1
431	atmosfære	1	1.b	0.43305671215057373	0	0	7	1	1	1
432	atmosfære	1	1.c	0.5144965946674347	0	0	7	1	1	1
433	atmosfære	1.a	1.b	0.4145820736885071	0	0	0	1	1	1
434	atmosfære	1.a	1.c	0.41721123456954956	0	0	0	1	1	1
435	atmosfære	1.b	1.c	0.09371083974838257	3	0	0	1	2	0
436	atom	1	1.a	0.14345020055770874	3	0	0	1	1	1
437	automatisk	1	2	0.38078391551971436	0	0	4	0	0	1
438	automatisk	1	3	0.3829924464225769	0	0	0	0	0	0
439	automatisk	2	3	0.26879793405532837	0	0	4	0	0	1
440	autorisere	1	1.a	0.21953153610229492	1	0	5	1	0	0
441	autoritet	1	1.a	0.265755832195282	0	0	1	1	0	1
442	autoritet	1	2	0.3430688977241516	1	0	1	0	0	1
443	autoritet	1	2.a	0.34097927808761597	0	0	0	0	0	1
444	autoritet	1.a	2	0.3852062225341797	0	0	0	0	0	1
445	autoritet	1.a	2.a	0.06846922636032104	2	0	1	0	0	1
446	autoritet	2	2.a	0.2793731093406677	0	0	1	1	0	1
447	avis	1	1.a	0.3779975175857544	1	0	13	1	0	1
448	bag	1	1.a	0.24376940727233887	0	0	3	1	0	1
449	bagdel	1	1.a	0.2877965569496155	0	0	4	1	0	1
450	bagdel	1	2	0.3627746105194092	0	0	2	0	0	1
451	bagdel	1.a	2	0.3960132598876953	0	0	2	0	0	1
452	bage	1	1.a	0.23603194952011108	1	0	4	1	0	1
453	bage	1	1.b	0.24110472202301025	1	0	4	1	0	1
454	bage	1	1.c	0.13785362243652344	2	1	1	1	0	1
455	bage	1	2	0.2947838306427002	0	0	1	0	0	1
456	bage	1.a	1.b	0.2121586799621582	2	0	0	1	0	1
457	bage	1.a	1.c	0.1600937843322754	3	0	3	1	0	0
458	bage	1.a	2	0.3963814377784729	0	0	3	0	0	1
459	bage	1.b	1.c	0.26600807905197144	1	0	3	1	0	1
460	bage	1.b	2	0.44906336069107056	0	0	3	0	0	1
461	bage	1.c	2	0.4122852087020874	0	0	0	0	0	1
462	baggrund	1	1.a	0.2787203788757324	0	0	6	1	1	1
463	baggrund	1	2	0.32857537269592285	0	0	9	0	0	1
464	baggrund	1	3	0.36996543407440186	0	0	7	0	0	1
465	baggrund	1.a	2	0.3743317127227783	0	0	3	0	1	1
466	baggrund	1.a	3	0.3900414705276489	0	0	1	0	1	1
467	baggrund	2	3	0.2938777804374695	1	0	2	0	0	1
468	bagside	1	1.a	0.17400217056274414	2	0	0	1	0	1
469	bagside	1	1.b	0.17810660600662231	0	0	1	1	1	1
470	bagside	1.a	1.b	0.19346356391906738	0	0	1	1	1	1
471	bakke	1	1.a	0.28439563512802124	2	0	4	1	0	1
472	bakke	1	1	0.3087908625602722	1	0	7	1	0	0
473	bakke	1	2	0.42173564434051514	1	0	6	0	0	0
474	bakke	1	2.a	0.3929275870323181	0	0	5	0	0	1
475	bakke	1.a	1	0.4320641756057739	2	0	11	1	0	1
476	bakke	1.a	2	0.4695398211479187	2	0	10	0	0	1
477	bakke	1.a	2.a	0.4913914203643799	0	0	9	0	0	0
478	bakke	1	2	0.24099236726760864	3	0	1	0	0	0
479	bakke	1	2.a	0.3079746961593628	0	0	2	0	0	1
480	bakke	2	2.a	0.29328441619873047	0	0	1	1	0	1
481	balance	1	1.a	0.35334616899490356	2	0	14	1	0	1
482	balance	1	2	0.20719021558761597	0	0	13	0	0	1
483	balance	1	3	0.38056445121765137	0	0	12	0	0	1
484	balance	1	3.a	0.4748767018318176	0	0	12	0	0	1
485	balance	1	3.b	0.4044796824455261	1	0	13	0	0	1
486	balance	1.a	2	0.3592297434806824	0	0	27	0	0	1
487	balance	1.a	3	0.4625527262687683	0	0	2	0	0	1
488	balance	1.a	3.a	0.5499873459339142	0	0	2	0	0	1
489	balance	1.a	3.b	0.438393235206604	1	0	1	0	0	1
490	balance	2	3	0.4023999571800232	0	0	25	0	0	1
491	balance	2	3.a	0.4582759141921997	0	0	25	0	0	1
492	balance	2	3.b	0.37886130809783936	0	0	26	0	0	1
493	balance	3	3.a	0.3991023302078247	0	0	0	1	0	0
494	balance	3	3.b	0.364993691444397	0	0	1	1	0	0
495	balance	3.a	3.b	0.31804442405700684	0	0	1	1	0	0
496	balancere	1	1.a	0.2909916043281555	0	0	1	1	1	1
497	balancere	1	1.b	0.3428456783294678	0	0	1	1	1	1
498	balancere	1	2	0.24931490421295166	0	0	1	0	0	1
499	balancere	1	3	0.26270341873168945	0	1	2	0	0	1
500	balancere	1	4	0.25284963846206665	0	0	4	0	0	1
501	balancere	1.a	1.b	0.4015108346939087	0	0	2	1	2	1
502	balancere	1.a	2	0.33877837657928467	0	0	0	0	1	1
503	balancere	1.a	3	0.34965693950653076	0	0	1	0	1	1
504	balancere	1.a	4	0.3268095850944519	0	0	5	0	1	1
505	balancere	1.b	2	0.4193804860115051	0	0	2	0	1	1
506	balancere	1.b	3	0.30591338872909546	0	0	3	0	1	1
507	balancere	1.b	4	0.43449699878692627	0	0	3	0	1	1
508	balancere	2	3	0.2764069437980652	4	0	1	0	0	0
509	balancere	2	4	0.3568969964981079	0	0	5	0	0	1
510	balancere	3	4	0.3583216667175293	0	0	6	0	0	1
511	balkon	1	1.b	0.2616558074951172	3	0	2	1	0	1
512	ballet	1	1.a	0.17263174057006836	0	0	7	1	0	1
513	ballet	1	1.b	0.3710368871688843	2	0	7	1	0	1
514	ballet	1.a	1.b	0.34006810188293457	0	0	0	1	0	1
515	ballon	1	1.a	0.29275673627853394	2	0	1	1	0	0
516	ballon	1	1.b	0.291589617729187	2	0	2	1	0	1
517	ballon	1	1.c	0.22720390558242798	2	0	1	1	0	1
518	ballon	1	2	0.20205974578857422	2	0	3	0	0	1
519	ballon	1.a	1.b	0.2683389186859131	2	0	1	1	0	1
520	ballon	1.a	1.c	0.21450674533843994	2	0	0	1	0	1
521	ballon	1.a	2	0.3258747458457947	2	0	2	0	0	1
522	ballon	1.b	1.c	0.18193930387496948	2	0	1	1	0	1
523	ballon	1.b	2	0.33056187629699707	2	0	1	0	0	1
524	ballon	1.c	2	0.2657970190048218	2	0	2	0	0	1
525	bamse	1	2	0.39671260118484497	1	0	2	0	0	1
526	bane	1	1.a	0.2550022006034851	3	0	0	1	0	0
527	bane	1	1.b	0.2863226532936096	3	0	0	1	0	1
528	bane	1	2	0.3583148717880249	0	0	2	0	0	1
529	bane	1	2.a	0.3993833065032959	0	0	0	0	1	1
530	bane	1	2.b	0.47269171476364136	0	0	0	0	1	1
531	bane	1	3	0.25891703367233276	3	0	3	0	0	1
532	bane	1	3.a	0.2189759612083435	2	0	1	0	0	1
533	bane	1	3.b	0.3335331678390503	0	0	2	0	1	1
534	bane	1	4	0.43885403871536255	2	0	1	0	0	1
535	bane	1		0.4824916124343872	0	0	1	0	0	1
536	bane	1.a	1.b	0.14427036046981812	4	0	0	1	0	1
537	bane	1.a	2	0.28872793912887573	0	0	2	0	0	1
538	bane	1.a	2.a	0.34663963317871094	0	0	0	0	1	1
539	bane	1.a	2.b	0.43377411365509033	0	0	0	0	1	1
540	bane	1.a	3	0.28077489137649536	3	0	3	0	0	1
541	bane	1.a	3.a	0.36707955598831177	3	0	1	0	0	1
542	bane	1.a	3.b	0.3421695828437805	0	0	2	0	1	1
543	bane	1.a	4	0.45033878087997437	2	0	1	0	0	1
544	bane	1.a		0.4021717309951782	0	0	1	0	0	1
545	bane	1.b	2	0.3818777799606323	0	0	2	0	0	1
546	bane	1.b	2.a	0.3782464861869812	0	0	0	0	1	1
547	bane	1.b	2.b	0.4528847932815552	0	0	0	0	1	1
548	bane	1.b	3	0.2297816276550293	3	0	3	0	0	0
549	bane	1.b	3.a	0.44192904233932495	3	0	1	0	0	0
550	bane	1.b	3.b	0.35166996717453003	0	0	2	0	1	1
551	bane	1.b	4	0.44378286600112915	2	0	1	0	0	1
552	bane	1.b		0.41583698987960815	0	0	1	0	0	1
553	bane	2	2.a	0.3598726987838745	0	0	2	1	1	1
554	bane	2	2.b	0.3916112780570984	0	0	2	1	1	1
555	bane	2	3	0.36385220289230347	0	0	1	0	0	1
556	bane	2	3.a	0.4349992871284485	0	0	1	0	0	1
557	bane	2	3.b	0.3196752667427063	3	0	0	0	1	1
558	bane	2	4	0.4383929967880249	0	0	3	0	0	1
559	bane	2		0.3756210207939148	0	0	1	0	0	1
560	bane	2.a	2.b	0.26232367753982544	0	0	0	1	2	0
561	bane	2.a	3	0.388322651386261	0	0	3	0	1	1
562	bane	2.a	3.a	0.4324797987937927	0	0	1	0	1	1
563	bane	2.a	3.b	0.3453216552734375	0	0	2	0	2	0
564	bane	2.a	4	0.5178856551647186	0	0	1	0	1	1
565	bane	2.a		0.427562415599823	0	0	1	0	1	1
566	bane	2.b	3	0.4855630397796631	0	0	3	0	1	1
567	bane	2.b	3.a	0.5222462713718414	0	0	1	0	1	1
568	bane	2.b	3.b	0.37824690341949463	0	0	2	0	2	0
569	bane	2.b	4	0.5970720052719116	0	0	1	0	1	1
570	bane	2.b		0.4354439973831177	0	0	1	0	1	1
571	bane	3	3.a	0.33879995346069336	2	0	2	1	0	0
572	bane	3	3.b	0.35426872968673706	0	0	1	1	1	1
573	bane	3	4	0.34680765867233276	2	0	4	0	0	1
574	bane	3		0.43005406856536865	0	0	2	0	0	1
575	bane	3.a	3.b	0.4316530227661133	0	0	1	1	1	1
576	bane	3.a	4	0.5164574980735779	2	0	2	0	0	1
577	bane	3.a		0.5162181854248047	0	0	0	0	0	1
578	bane	3.b	4	0.4964108467102051	0	0	3	0	1	1
579	bane	3.b		0.43917572498321533	0	0	1	0	1	1
580	bane	4		0.5543473064899445	0	0	2	0	0	1
581	bange	1	1.a	0.21525561809539795	0	0	9	1	0	0
582	bank	1	1.a	0.3973112106323242	1	0	8	1	0	1
583	bank	1	1	0.538341760635376	1	0	5	1	0	0
584	bank	1	1.a	0.3522779941558838	0	0	9	1	0	1
585	bank	1	2	0.5061690807342529	1	0	10	0	0	1
586	bank	1.a	1	0.5886827409267426	0	0	3	1	0	1
587	bank	1.a	1.a	0.4416423439979553	0	0	1	1	0	0
588	bank	1.a	2	0.5918822586536407	0	0	2	0	0	1
589	bank	1	1.a	0.343916654586792	0	0	4	1	0	1
590	bank	1	2	0.23011040687561035	4	0	5	0	0	1
591	bank	1.a	2	0.4583219289779663	0	0	1	0	0	1
592	banke	1	1.a	0.1977643370628357	4	0	2	1	0	0
593	banke	1	1.b	0.2735617756843567	4	1	6	1	0	0
594	banke	1	2	0.4456712007522583	1	0	3	0	0	1
595	banke	1	2.a	0.43002331256866455	1	0	3	0	0	1
596	banke	1	3	0.1325628161430359	4	0	1	0	0	1
597	banke	1	3.a	0.42611581087112427	0	0	2	0	1	1
598	banke	1	4	0.3992307782173157	2	0	2	0	0	1
599	banke	1.a	1.b	0.27144527435302734	4	0	8	1	0	0
600	banke	1.a	2	0.3871048092842102	1	0	5	0	0	1
601	banke	1.a	2.a	0.3506481647491455	1	0	1	0	0	1
602	banke	1.a	3	0.18621647357940674	4	0	1	0	0	1
603	banke	1.a	3.a	0.3890116810798645	0	0	0	0	1	1
604	banke	1.a	4	0.382479190826416	2	0	0	0	0	1
605	banke	1.b	2	0.4724072813987732	1	0	3	0	0	1
606	banke	1.b	2.a	0.409206748008728	1	0	9	0	0	1
607	banke	1.b	3	0.21880769729614258	4	0	7	0	0	1
608	banke	1.b	3.a	0.4452018737792969	0	0	8	0	1	1
609	banke	1.b	4	0.3445664644241333	2	0	8	0	0	1
610	banke	2	2.a	0.1894066333770752	3	0	6	1	0	0
611	banke	2	3	0.3790625333786011	1	0	4	0	0	1
612	banke	2	3.a	0.4514049291610718	0	0	5	0	1	1
613	banke	2	4	0.43019479513168335	1	0	5	0	0	1
614	banke	2.a	3	0.3537819981575012	1	0	2	0	0	1
615	banke	2.a	3.a	0.47501301765441895	0	0	1	0	1	1
616	banke	2.a	4	0.4190749526023865	1	0	1	0	0	1
617	banke	3	3.a	0.3604406714439392	0	0	1	1	1	1
618	banke	3	4	0.3099732995033264	2	0	1	0	0	1
619	banke	3.a	4	0.44329017400741577	0	0	0	0	1	1
620	bar	1	1.a	0.5376442074775696	0	0	4	1	0	0
621	bar	1	1.b	0.17756229639053345	0	0	6	1	0	0
622	bar	1.a	1.b	0.49195581674575806	0	0	10	1	0	0
623	bar	1	1.a	0.3068687319755554	1	0	4	1	0	1
624	bar	1	2	0.1258479356765747	0	0	10	0	0	1
625	bar	1	3	0.36003077030181885	2	0	9	0	0	1
626	bar	1	4	0.2738214135169983	0	0	5	0	0	1
627	bar	1.a	2	0.34324580430984497	0	0	6	0	0	1
628	bar	1.a	3	0.33777517080307007	1	0	5	0	0	1
629	bar	1.a	4	0.45098352432250977	0	0	1	0	0	1
630	bar	2	3	0.34733861684799194	0	0	1	0	0	0
631	bar	2	4	0.2700982689857483	0	0	5	0	0	1
632	bar	3	4	0.4698248505592346	0	0	4	0	0	1
633	barbere	1	1.a	0.38209068775177	0	0	1	1	1	1
634	barn	1	1.a	0.16010504961013794	2	0	11	1	0	0
635	barn	1	1.b	0.29361504316329956	2	0	19	1	0	0
636	barn	1	2	0.3097897171974182	2	0	15	0	0	1
637	barn	1.a	1.b	0.37921106815338135	2	0	8	1	0	0
638	barn	1.a	2	0.30638521909713745	2	0	4	0	0	1
639	barn	1.b	2	0.24100637435913086	2	0	4	0	0	1
640	barndom	1	1.a	0.39125531911849976	0	0	12	1	1	1
641	barnlig	1	1.a	0.324119508266449	0	0	2	1	0	0
642	barnlig	1	2	0.3269079923629761	2	0	1	0	0	1
643	barnlig	1.a	2	0.37155985832214355	0	0	1	0	0	1
644	barre	1	2	0.34407544136047363	2	0	1	0	0	1
645	basis	1	1.a	0.32428741455078125	0	0	13	1	1	1
646	basis	1	1.b	0.4976828694343567	0	0	1	1	0	1
647	basis	1.a	1.b	0.44891059398651123	0	0	14	1	1	1
648	basketball	1	2	0.20611071586608887	0	0	0	0	0	1
649	batteri	1	1.a	0.3172174096107483	0	0	3	1	1	1
650	batteri	1	2.b	0.4105510115623474	2	0	2	0	1	1
651	batteri	1	3	0.25137192010879517	0	0	2	0	0	1
652	batteri	1.a	2.b	0.5553344488143921	0	0	1	0	2	1
653	batteri	1.a	3	0.448864221572876	0	0	5	0	1	1
654	batteri	2.b	3	0.4272916316986084	0	0	4	0	1	1
655	bearbejde	1	1.a	0.34798794984817505	2	0	3	1	0	1
656	bearbejde	1	1.b	0.33074140548706055	0	0	1	1	0	1
657	bearbejde	1	1.c	0.24278241395950317	0	1	0	1	0	0
658	bearbejde	1	2	0.32126766443252563	0	0	0	0	0	0
659	bearbejde	1	2.a	0.279594361782074	0	0	1	0	0	1
660	bearbejde	1.a	1.b	0.36766332387924194	0	1	2	1	0	1
661	bearbejde	1.a	1.c	0.3754149079322815	0	0	3	1	0	1
662	bearbejde	1.a	2	0.34446394443511963	0	0	3	0	0	1
663	bearbejde	1.a	2.a	0.30832439661026	0	0	4	0	0	1
664	bearbejde	1.b	1.c	0.33162033557891846	0	0	1	1	0	1
665	bearbejde	1.b	2	0.4206225275993347	0	0	1	0	0	1
666	bearbejde	1.b	2.a	0.3373450040817261	0	0	2	0	0	1
667	bearbejde	1.c	2	0.34172481298446655	0	0	0	0	0	0
668	bearbejde	1.c	2.a	0.2870892882347107	0	0	1	0	0	1
669	bearbejde	2	2.a	0.1714906096458435	1	0	1	1	0	1
670	beboelse	1	1.a	0.3946245312690735	2	0	3	1	0	1
671	beboelse	1	1.b	0.3937719464302063	2	0	3	1	0	1
672	beboelse	1.a	1.b	0.27550989389419556	2	0	0	1	0	0
673	bede	1	2	0.3520547151565552	3	1	10	0	0	0
674	bede	1	3	0.3986154794692993	1	0	5	0	0	1
675	bede	1	4	0.32647812366485596	2	1	7	0	0	0
676	bede	2	3	0.29547953605651855	0	0	5	0	0	1
677	bede	2	4	0.2678283452987671	2	1	3	0	0	0
678	bede	3	4	0.33331626653671265	0	0	2	0	0	1
679	bedrage	1	1.a	0.2006353735923767	0	1	5	1	0	0
680	bedrage	1	3	0.28593772649765015	0	0	3	0	0	1
681	bedrage	1.a	3	0.32876819372177124	0	0	2	0	0	1
682	bedre	1	1.a	0.1439054012298584	0	0	17	1	0	0
683	bedre	1	2	0.3996792435646057	0	0	21	0	0	1
684	bedre	1	3	0.17882853746414185	1	0	21	0	0	1
685	bedre	1.a	2	0.3447726368904114	0	0	4	0	0	1
686	bedre	1.a	3	0.32669442892074585	0	0	4	0	0	1
687	bedre	2	3	0.4637628197669983	0	0	0	0	0	1
688	bedre	1	1.a	0.44924843311309814	0	0	0	1	0	0
689	bedrøvet	1	1.a	0.3742968440055847	0	0	2	1	0	0
690	bedømmelse	1	1.a	0.4637991189956665	0	0	4	1	0	1
691	befri	1	2	0.3362770676612854	1	2	4	0	0	1
692	begivenhed	1	1.a	0.3447532057762146	0	0	15	1	0	1
693	begrave	1	1.a	0.22745460271835327	2	1	2	1	0	0
694	begrave	1	1.b	0.4688913822174072	0	1	2	1	0	0
695	begrave	1	2	0.10995864868164062	4	0	1	0	0	1
696	begrave	1	2.a	0.4571537971496582	1	0	1	0	1	1
697	begrave	1	2.b	0.3715810775756836	0	0	2	0	1	1
698	begrave	1	2.c	0.348255455493927	3	0	4	0	1	1
699	begrave	1.a	1.b	0.4030373692512512	0	1	4	1	0	0
700	begrave	1.a	2	0.29162341356277466	2	0	3	0	0	1
701	begrave	1.a	2.a	0.46180933713912964	2	0	3	0	1	1
702	begrave	1.a	2.b	0.5183596909046173	0	0	0	0	1	1
703	begrave	1.a	2.c	0.5226434767246246	2	0	2	0	1	1
704	begrave	1.b	2	0.5129172503948212	0	0	1	0	0	1
705	begrave	1.b	2.a	0.47508567571640015	0	0	1	0	1	1
706	begrave	1.b	2.b	0.5672492384910583	0	0	4	0	1	1
707	begrave	1.b	2.c	0.5880300104618073	0	0	6	0	1	1
708	begrave	2	2.a	0.421489417552948	1	0	0	1	1	1
709	begrave	2	2.b	0.3667502999305725	0	1	3	1	1	1
710	begrave	2	2.c	0.29656028747558594	3	0	5	1	1	0
711	begrave	2.a	2.b	0.3751002550125122	0	0	3	1	2	1
712	begrave	2.a	2.c	0.5573578476905823	1	0	5	1	2	1
713	begrave	2.b	2.c	0.46819043159484863	0	0	2	1	2	1
714	begravelse	1	1.a	0.21065682172775269	0	1	2	1	0	0
715	begreb	1	1.a	0.3926909565925598	0	0	10	1	0	0
716	begreb	1	2	0.28416669368743896	1	0	8	0	0	1
717	begreb	1.a	2	0.5181733965873718	0	0	2	0	0	1
718	begrænse	1	2	0.21617001295089722	0	0	6	0	0	1
719	begrænse	1	2.a	0.33762025833129883	0	0	2	0	0	1
720	begrænse	1	3	0.2715117335319519	1	0	1	0	0	1
721	begrænse	2	2.a	0.2176884412765503	0	0	8	1	0	1
722	begrænse	2	3	0.3069552183151245	0	0	7	0	0	1
723	begrænse	2.a	3	0.41099417209625244	0	0	1	0	0	1
724	begynde	1	1.a	0.42565906047821045	1	0	1	1	0	0
725	begynde	1	1.b	0.15069729089736938	0	1	6	1	0	0
726	begynde	1	2	0.2675105333328247	1	0	5	0	0	1
727	begynde	1	2.a	0.2608625292778015	0	0	10	0	0	1
728	begynde	1	2.b	0.395901620388031	1	0	0	0	0	1
729	begynde	1	2.c	0.276574969291687	0	0	5	0	0	1
730	begynde	1	2.d	0.40176552534103394	0	0	11	0	0	1
731	begynde	1	2.e	0.3845056891441345	0	0	10	0	0	1
732	begynde	1	3	0.4405592679977417	0	1	10	0	0	1
733	begynde	1	3.a	0.2866620421409607	0	1	10	0	0	1
734	begynde	1.a	1.b	0.30906742811203003	0	0	7	1	0	0
735	begynde	1.a	2	0.39832544326782227	1	0	6	0	0	1
736	begynde	1.a	2.a	0.3828012943267822	0	0	11	0	0	1
737	begynde	1.a	2.b	0.5199121832847595	1	0	1	0	0	1
738	begynde	1.a	2.c	0.4510311484336853	0	0	6	0	0	1
739	begynde	1.a	2.d	0.37008607387542725	0	0	12	0	0	1
740	begynde	1.a	2.e	0.3681637644767761	0	0	11	0	0	1
741	begynde	1.a	3	0.41632896661758423	0	0	11	0	0	1
742	begynde	1.a	3.a	0.4518563151359558	0	0	11	0	0	1
743	begynde	1.b	2	0.412881076335907	0	0	1	0	0	1
744	begynde	1.b	2.a	0.41520506143569946	0	0	4	0	0	1
745	begynde	1.b	2.b	0.4886746406555176	0	0	6	0	0	1
746	begynde	1.b	2.c	0.4006384611129761	0	0	1	0	0	1
747	begynde	1.b	2.d	0.4383261799812317	0	0	5	0	0	1
748	begynde	1.b	2.e	0.4043395519256592	0	0	4	0	0	1
749	begynde	1.b	3	0.4493418335914612	0	1	4	0	0	1
750	begynde	1.b	3.a	0.4323476552963257	0	1	4	0	0	1
751	begynde	2	2.a	0.13733237981796265	0	1	5	1	0	0
752	begynde	2	2.b	0.4157240390777588	2	1	5	1	0	0
753	begynde	2	2.c	0.3294501304626465	0	1	0	1	0	0
754	begynde	2	2.d	0.35902702808380127	0	1	6	1	0	0
755	begynde	2	2.e	0.33149683475494385	1	0	5	1	0	1
756	begynde	2	3	0.41414427757263184	0	0	5	0	0	1
757	begynde	2	3.a	0.35337769985198975	0	0	5	0	0	1
758	begynde	2.a	2.b	0.4119664430618286	0	1	10	1	0	0
759	begynde	2.a	2.c	0.32354652881622314	0	1	5	1	0	0
760	begynde	2.a	2.d	0.2244681715965271	0	1	1	1	0	0
761	begynde	2.a	2.e	0.2453855276107788	0	0	0	1	0	1
762	begynde	2.a	3	0.32926589250564575	0	0	0	0	0	1
763	begynde	2.a	3.a	0.33720946311950684	0	0	0	0	0	1
764	begynde	2.b	2.c	0.2297341227531433	0	1	5	1	0	0
765	begynde	2.b	2.d	0.4984486699104309	0	1	11	1	0	0
766	begynde	2.b	2.e	0.45275676250457764	2	0	10	1	0	1
767	begynde	2.b	3	0.4674476981163025	0	0	10	0	0	1
768	begynde	2.b	3.a	0.369966983795166	0	0	10	0	0	1
769	begynde	2.c	2.d	0.410830557346344	0	1	6	1	0	0
770	begynde	2.c	2.e	0.3355482816696167	0	0	5	1	0	1
771	begynde	2.c	3	0.42041391134262085	0	0	5	0	0	1
772	begynde	2.c	3.a	0.24210244417190552	0	0	5	0	0	1
773	begynde	2.d	2.e	0.2447524070739746	0	0	1	1	0	1
774	begynde	2.d	3	0.2937430739402771	0	0	1	0	0	1
775	begynde	2.d	3.a	0.38683652877807617	0	0	1	0	0	1
776	begynde	2.e	3	0.2963631749153137	0	0	0	0	0	1
777	begynde	2.e	3.a	0.35296136140823364	0	0	0	0	0	1
778	begynde	3	3.a	0.3483477234840393	0	1	0	1	0	0
779	begyndelse	1	1.a	0.477497935295105	1	0	11	1	0	0
780	begyndelse	1	1.b	0.5034218728542328	0	0	19	1	0	0
781	begyndelse	1	2	0.38551342487335205	0	0	20	0	0	1
782	begyndelse	1.a	1.b	0.5424131751060486	0	0	8	1	0	0
783	begyndelse	1.a	2	0.4989294409751892	0	0	9	0	0	1
784	begyndelse	1.b	2	0.5503901839256287	0	0	1	0	0	1
785	behagelig	1	1.a	0.40500307083129883	0	0	14	1	0	1
786	behandle	1	2	0.2940220236778259	4	0	8	0	0	1
787	behandle	1	2.a	0.3704671263694763	0	0	9	0	0	1
788	behandle	1	3	0.34606778621673584	2	0	1	0	0	1
789	behandle	1	4	0.35118818283081055	2	0	9	0	0	1
790	behandle	1	4.a	0.3750869631767273	2	0	5	0	0	1
791	behandle	1	4.b	0.38452666997909546	0	0	9	0	0	1
792	behandle	1	5	0.29354995489120483	5	0	8	0	0	1
793	behandle	2	2.a	0.3804420232772827	0	0	1	1	0	0
794	behandle	2	3	0.28335684537887573	2	0	9	0	0	1
795	behandle	2	4	0.36085301637649536	2	0	1	0	0	1
796	behandle	2	4.a	0.3318929076194763	3	0	3	0	0	1
797	behandle	2	4.b	0.3564026951789856	0	0	1	0	0	1
798	behandle	2	5	0.28468918800354004	5	0	0	0	0	1
799	behandle	2.a	3	0.39513009786605835	0	0	10	0	0	1
800	behandle	2.a	4	0.4650418758392334	0	0	0	0	0	1
801	behandle	2.a	4.a	0.36076468229293823	0	0	4	0	0	1
802	behandle	2.a	4.b	0.43920379877090454	0	0	0	0	0	1
803	behandle	2.a	5	0.31522834300994873	0	0	1	0	0	1
804	behandle	3	4	0.3832968473434448	1	0	10	0	0	1
805	behandle	3	4.a	0.31589800119400024	1	0	6	0	0	0
806	behandle	3	4.b	0.3746761679649353	0	0	10	0	0	1
807	behandle	3	5	0.30349409580230713	2	0	9	0	0	1
808	behandle	4	4.a	0.3890799880027771	2	0	4	1	0	1
809	behandle	4	4.b	0.37174975872039795	0	0	0	1	0	0
810	behandle	4	5	0.4007154703140259	2	0	1	0	0	1
811	behandle	4.a	4.b	0.29634958505630493	0	1	4	1	0	1
812	behandle	4.a	5	0.33627456426620483	3	0	3	0	0	1
813	behandle	4.b	5	0.3895876407623291	0	0	1	0	0	1
814	behandling	1	2	0.3442646265029907	3	0	15	0	0	1
815	behandling	1	3	0.3626534938812256	4	0	7	0	0	1
816	behandling	1	4	0.3015821576118469	3	0	22	0	0	1
817	behandling	1	4.a	0.48957300186157227	4	0	22	0	0	1
818	behandling	1	5	0.4469859004020691	2	0	22	0	0	1
819	behandling	2	3	0.41138410568237305	3	0	8	0	0	1
820	behandling	2	4	0.2964339256286621	4	0	7	0	0	1
821	behandling	2	4.a	0.4367677569389343	3	0	7	0	0	1
822	behandling	2	5	0.37805265188217163	2	0	7	0	0	1
823	behandling	3	4	0.3223881721496582	3	0	15	0	0	1
824	behandling	3	4.a	0.44579142332077026	4	0	15	0	0	1
825	behandling	3	5	0.47672218084335327	2	0	15	0	0	1
826	behandling	4	4.a	0.4117453098297119	3	0	0	1	0	0
827	behandling	4	5	0.39718449115753174	2	0	0	0	0	0
828	behandling	4.a	5	0.40054184198379517	2	0	0	0	0	0
829	beholde	1	1.a	0.3288067579269409	0	0	4	1	0	0
830	beholde	1	2	0.32796674966812134	0	0	7	0	0	1
831	beholde	1	2.a	0.4082345962524414	0	0	7	0	0	1
832	beholde	1	3	0.3259214758872986	0	0	8	0	0	1
833	beholde	1	3.a	0.241224467754364	0	0	9	0	0	1
834	beholde	1	3.b	0.29764461517333984	0	0	8	0	0	1
835	beholde	1.a	2	0.3619251251220703	0	0	3	0	0	1
836	beholde	1.a	2.a	0.46814340353012085	0	0	3	0	0	1
837	beholde	1.a	3	0.1554545760154724	0	0	4	0	0	1
838	beholde	1.a	3.a	0.17902404069900513	0	0	5	0	0	1
839	beholde	1.a	3.b	0.3572081923484802	0	0	4	0	0	1
840	beholde	2	2.a	0.32237255573272705	0	0	0	1	0	0
841	beholde	2	3	0.3267562985420227	0	0	1	0	0	1
842	beholde	2	3.a	0.3178994059562683	0	0	2	0	0	1
843	beholde	2	3.b	0.19132989645004272	0	0	1	0	0	1
844	beholde	2.a	3	0.42972874641418457	0	0	1	0	0	1
