idx	lemma	bet_1	bet_2	cosine	onto	frame	score	main_sense	figurative	label
122	akt	1.a	2	0.8573271930217743	0	0	2	0	1	1
123	akt	1.a	3	0.7612041234970093	0	0	1	0	1	1
124	akt	1.a	3.a	0.8799512386322021	0	0	1	0	1	1
125	akt	2	3	0.6796631217002869	0	0	1	0	0	1
126	akt	2	3.a	0.7307838201522827	0	0	1	0	0	1
127	akt	3	3.a	0.5664573311805725	2	0	0	1	0	1
128	aktiv	1	1.a	0.5655973255634308	0	0	12	1	0	0
129	aktiv	1	1.b	0.4589970111846924	0	0	1	1	0	0
130	aktiv	1	1.c	0.5600351691246033	0	0	9	1	0	1
131	aktiv	1.a	1.b	0.5434783101081848	0	0	11	1	0	0
132	aktiv	1.a	1.c	0.4602828025817871	0	0	3	1	0	1
133	aktiv	1.b	1.c	0.60788694024086	0	0	8	1	0	1
134	aktivitet	1	2	0.12883490324020386	2	0	4	0	0	0
135	aktivitet	1	3	0.5379561185836792	2	0	4	0	0	1
136	aktivitet	2	3	0.6096686720848083	1	0	8	0	0	1
137	akut	1	1.a	0.2777166962623596	0	0	7	1	0	0
138	akvarium	1	1.a	0.5887718498706818	1	0	1	1	0	1
139	alarm	1	1.a	0.48658478260040283	0	0	0	1	0	0
140	alarm	1	2	0.479261577129364	0	0	5	0	0	1
141	alarm	1	2.a	0.4130292534828186	0	0	0	0	1	1
142	alarm	1.a	2	0.5921964049339294	0	0	5	0	0	1
143	alarm	1.a	2.a	0.4623352289199829	0	0	0	0	1	1
144	alarm	2	2.a	0.5849260985851288	0	0	5	1	1	1
145	album	1	2	0.5011619031429291	1	0	8	0	0	1
146	album	1	3	0.5808747708797455	0	0	1	0	0	0
147	album	2	3	0.47455084323883057	0	0	7	0	0	1
148	alder	1	1.a	0.5424602925777435	2	0	16	1	0	0
149	alder	1	1.b	0.3373793959617615	0	0	13	1	0	0
150	alder	1	2	0.15465527772903442	2	0	20	0	0	1
151	alder	1.a	1.b	0.4400310516357422	0	0	3	1	0	0
152	alder	1.a	2	0.4158558249473572	2	0	4	0	0	1
153	alder	1.b	2	0.3494964838027954	0	0	7	0	0	1
154	alderdom	1	1.a	0.6465181708335876	0	0	5	1	0	0
155	alene	1	1.a	0.6407724320888519	0	0	15	1	0	0
156	alkohol	1	2	0.20761477947235107	2	0	2	0	0	1
157	alkoholfri	1	2	0.2830432057380676	0	0	1	0	0	0
158	alt	1	2	0.21122145652770996	0	0	1	0	0	1
159	alter	1	1.a	0.5548945367336273	0	0	0	1	1	0
160	alter	1	2	0.46217334270477295	2	0	0	0	0	1
161	alter	1.a	2	0.3048182725906372	0	0	0	0	1	1
162	aluminium	1	1.a	0.809086412191391	1	0	1	1	0	1
163	alvor	1	2	0.24824851751327515	2	0	2	0	0	1
164	alvorlig	1	1.a	0.47606563568115234	1	0	17	1	0	1
165	alvorlig	1	2	0.47560107707977295	1	0	17	0	0	1
166	alvorlig	1	3	0.38846659660339355	0	0	14	0	0	1
167	alvorlig	1.a	2	0.5707597434520721	1	0	0	0	0	1
168	alvorlig	1.a	3	0.5963959693908691	0	0	3	0	0	1
169	alvorlig	2	3	0.6224079430103302	0	0	3	0	0	0
170	amatør	1	2	0.25004833936691284	2	0	1	0	0	1
171	ambassade	1	1.a	0.6877472102642059	1	0	2	1	0	1
172	ambitiøs	1	1.a	0.391670286655426	0	0	3	1	0	0
173	amputere	1	1.a	0.376572847366333	2	0	3	1	1	1
174	analyse	1	2	0.43881022930145264	2	0	11	0	0	1
175	anbefale	1	1.a	0.43676143884658813	0	1	4	1	0	0
176	anbefaling	1	2	0.34207993745803833	2	0	4	0	0	1
177	anbringe	1	1.a	0.6005007326602936	1	0	4	1	0	1
178	anbringe	1	1.b	0.4031826853752136	0	0	1	1	1	1
179	anbringe	1	2	0.3859255313873291	4	0	1	0	0	1
180	anbringe	1.a	1.b	0.6431182026863098	0	0	5	1	1	1
181	anbringe	1.a	2	0.43395471572875977	1	0	5	0	0	1
182	anbringe	1.b	2	0.4193795919418335	0	0	0	0	1	1
183	and	1	1.a	0.6940482556819916	2	0	3	1	0	1
184	andel	1	1.a	0.4473661184310913	2	0	1	1	0	1
185	andel	1	2	0.5422746241092682	1	0	1	0	0	1
186	andel	1.a	2	0.49112075567245483	1	0	2	0	0	1
187	anderledes	1	1.a	0.3807602524757385	0	0	8	1	0	0
188	anerkende	1	1.a	0.36890363693237305	0	0	6	1	0	0
189	anerkende	1	1.b	0.5054886341094971	0	0	8	1	0	0
190	anerkende	1	2	0.4468989372253418	0	0	1	0	0	1
191	anerkende	1.a	1.b	0.28850317001342773	0	0	2	1	0	0
192	anerkende	1.a	2	0.5487367510795593	0	0	7	0	0	1
193	anerkende	1.b	2	0.4543890953063965	2	0	9	0	0	1
194	anerkendelse	1	2	0.39640599489212036	2	0	5	0	0	1
195	anerkendelse	1	2.a	0.4134364724159241	0	0	7	0	0	1
196	anerkendelse	2	2.a	0.2638286352157593	0	0	2	1	0	0
197	anke	1	2	0.1653462052345276	4	0	6	0	0	1
198	anklage	1	1.a	0.4875280261039734	0	0	1	1	0	1
199	anklage	1	1.a	0.4365772604942322	0	0	5	1	0	1
200	anledning	1	2	0.416472852230072	1	0	3	0	0	1
201	anledning	1	2.a	0.6528802812099457	1	0	8	0	0	1
202	anledning	2	2.a	0.579896479845047	1	0	11	1	0	0
203	anmeldelse	1	2	0.5977518260478973	0	0	3	0	0	1
204	anmodning	1	1.a	0.22491270303726196	0	0	6	1	0	0
205	anonym	1	1.a	0.45792156457901	0	0	9	1	0	0
206	anseelse	1	1.a	0.04399585723876953	0	1	4	1	0	0
207	anspændt	1	1.a	0.7228035926818848	1	0	1	1	0	0
208	anstrengelse	1	1.a	0.7231166064739227	3	0	2	1	0	0
209	ansvarlig	1	2	0.2833858132362366	0	0	12	0	0	1
210	ansvarlig	1	2.a	0.6280193328857422	0	0	13	0	0	1
211	ansvarlig	2	2.a	0.5696871280670166	0	0	1	1	0	0
212	ansætte	1	2	0.5132118761539459	0	0	6	0	0	1
213	ansættelse	1	2	0.7061257064342499	0	0	7	0	0	1
214	ansøgning	1	1.a	0.5122187435626984	0	0	10	1	0	1
215	antagelse	1	2	0.7055636048316956	0	0	1	0	0	1
216	antagelse	1	2.a	0.6784310042858124	0	0	2	0	0	1
217	antagelse	1	3	0.6549890637397766	0	0	2	0	0	1
218	antagelse	2	2.a	0.6894908845424652	0	0	1	1	0	0
219	antagelse	2	3	0.4242503046989441	0	0	1	0	0	1
220	antagelse	2.a	3	0.8615171760320663	0	0	0	0	0	1
221	antal	1	1.a	0.21368849277496338	2	0	23	1	0	0
222	apati	1	1.a	0.11307352781295776	1	0	0	1	0	0
223	apparat	1	2	0.4729035496711731	0	0	2	0	0	1
224	apparat	1	2.a	0.34374696016311646	0	0	7	0	0	1
225	apparat	2	2.a	0.503887802362442	0	0	9	1	0	0
226	appel	1	2	0.5232775509357452	0	0	0	0	0	1
227	appel	1	2.a	0.4861966371536255	0	0	4	0	0	1
228	appel	1	3	0.5351911783218384	0	0	3	0	0	1
229	appel	2	2.a	0.5870902836322784	0	0	4	1	0	0
230	appel	2	3	0.8259580582380295	0	0	3	0	0	1
231	appel	2.a	3	0.7390575706958771	0	0	1	0	0	1
232	appendiks	1	1.a	0.6832334101200104	0	0	1	1	1	1
233	appetit	1	1.a	0.07182538509368896	3	0	1	1	1	1
234	appetitlig	1	1.a	0.5988336801528931	1	0	1	1	1	1
235	appetitlig	1	1.b	0.9568088687956333	1	0	0	1	1	1
236	appetitlig	1.a	1.b	0.9079889729619026	1	0	1	1	2	0
237	arbejde	1	1.a	0.2517990469932556	0	0	2	1	0	1
238	arbejdsbi	1	1.a	0.8553352952003479	1	0	2	1	1	1
239	arbejdsdag	1	2	0.5051463544368744	2	0	0	0	0	1
240	arbejdsdyr	1	1.a	0.6782037913799286	1	0	1	1	1	1
241	arbejdsplads	1	1.a	0.6383145153522491	1	0	1	1	0	1
242	arbejdsplads	1	2	0.3697660565376282	0	0	2	0	0	1
243	arbejdsplads	1.a	2	0.6654112637042999	0	0	3	0	0	1
244	arbejdstid	1	2	0.31764763593673706	2	0	0	0	0	1
245	arbejdsuge	1	2	0.3107377290725708	2	0	1	0	0	1
246	arena	1	1.a	0.09168589115142822	1	0	0	1	0	0
247	arena	1	1.b	0.5250909924507141	1	0	0	1	1	1
248	arena	1	1.c	0.6553056240081787	2	0	7	1	1	1
249	arena	1.a	1.b	0.5114875435829163	2	0	0	1	1	1
250	arena	1.a	1.c	0.7018289268016815	1	0	7	1	1	1
251	arena	1.b	1.c	0.6506900787353516	1	0	7	1	2	1
252	arkitekt	1	1.a	0.3565039038658142	3	0	2	1	0	0
253	arkitektur	1	2	0.3007014989852905	0	0	3	0	0	1
254	arkiv	1	1.a	0.6232283115386963	1	0	0	1	0	1
255	arm	1	1.a	0.532765805721283	0	0	16	1	0	0
256	arm	1	2	0.6246905624866486	0	0	17	0	0	1
257	arm	1	3	0.6421014368534088	0	0	17	0	0	1
258	arm	1.a	2	0.6762014031410217	0	0	1	0	0	1
259	arm	1.a	3	0.49870240688323975	0	0	1	0	0	1
260	arm	2	3	0.6546621918678284	2	0	0	0	0	1
261	arrogant	1	1.a	0.5803957283496857	0	0	7	1	0	0
262	arsenal	1.a	1.b	0.11014622449874878	2	0	2	1	1	1
263	art	1	2	0.5829606056213379	0	0	9	0	0	1
264	artikel	1	2	0.3264979124069214	3	0	2	0	0	1
265	artikel	1	3	0.5722911357879639	0	0	1	0	0	1
266	artikel	2	3	0.711581289768219	0	0	1	0	0	1
267	artikulere	1	1.a	0.6301200985908508	0	0	2	1	0	0
268	artikulere	1	2	0.550744354724884	2	0	2	0	0	1
269	artikulere	1.a	2	0.6141219735145569	0	0	4	0	0	1
270	arv	1	1.a	0.4456694722175598	0	0	0	1	0	0
271	arv	1	2	0.45171093940734863	0	0	2	0	0	1
272	arv	1	2.a	0.5228646099567413	0	0	0	0	0	1
273	arv	1	3	0.44903820753097534	0	0	3	0	0	1
274	arv	1.a	2	0.46255916357040405	0	0	2	0	0	1
275	arv	1.a	2.a	0.3336118459701538	0	0	0	0	0	1
276	arv	1.a	3	0.629659116268158	1	0	3	0	0	1
277	arv	2	2.a	0.3324267864227295	0	0	2	1	0	0
278	arv	2	3	0.4425088167190552	0	0	1	0	0	1
279	arv	2.a	3	0.6069811880588531	0	0	3	0	0	1
280	arve	1	1.a	0.5315855145454407	0	0	4	1	0	1
281	arve	1	2	0.3145079016685486	1	0	4	0	0	1
282	arve	1	3	0.5768225491046906	0	0	4	0	0	1
283	arve	1.a	2	0.33710581064224243	0	0	0	0	0	1
284	arve	1.a	3	0.6551517844200134	0	0	0	0	0	1
285	arve	2	3	0.5324152410030365	0	0	0	0	0	1
286	arving	1	1.a	0.6056941449642181	2	0	1	1	0	0
287	aske	1	1.a	0.14332139492034912	4	0	4	1	0	1
288	aspekt	1	1.a	0.2817891836166382	0	0	5	1	0	0
289	asyl	1	2	0.4179837703704834	1	0	17	0	0	1
290	atlet	1	2	0.08934235572814941	2	0	2	0	0	1
291	atmosfære	1	1.a	0.4796762466430664	2	0	7	1	0	1
292	atmosfære	1	1.b	0.49363064765930176	0	0	7	1	1	1
293	atmosfære	1	1.c	0.610099196434021	0	0	7	1	1	1
294	atmosfære	1.a	1.b	0.44020354747772217	0	0	0	1	1	1
295	atmosfære	1.a	1.c	0.4254971742630005	0	0	0	1	1	1
296	atmosfære	1.b	1.c	0.21893322467803955	3	0	0	1	2	0
297	atom	1	1.a	0.4935227036476135	3	0	0	1	1	1
298	automatisk	1	2	0.5470601916313171	0	0	4	0	0	1
299	automatisk	1	3	0.630798876285553	0	0	0	0	0	0
300	automatisk	2	3	0.4150282144546509	0	0	4	0	0	1
301	autorisere	1	1.a	0.2891027331352234	1	0	5	1	0	0
302	autoritet	1	1.a	0.3313359022140503	0	0	1	1	0	1
303	autoritet	1	2	0.46756136417388916	1	0	1	0	0	1
304	autoritet	1	2.a	0.4349767565727234	0	0	0	0	0	1
305	autoritet	1.a	2	0.47413623332977295	0	0	0	0	0	1
306	autoritet	1.a	2.a	0.08083045482635498	2	0	1	0	0	1
307	autoritet	2	2.a	0.3549044132232666	0	0	1	1	0	1
308	avis	1	1.a	0.599672943353653	1	0	13	1	0	1
309	bag	1	1.a	0.6194542050361633	0	0	3	1	0	1
310	bagdel	1	1.a	0.6547054648399353	0	0	4	1	0	1
311	bagdel	1	2	0.8152061998844147	0	0	2	0	0	1
312	bagdel	1.a	2	0.7546594589948654	0	0	2	0	0	1
313	bage	1	1.a	0.305536687374115	1	0	4	1	0	1
314	bage	1	1.b	0.7626341581344604	1	0	4	1	0	1
315	bage	1	1.c	0.3269830346107483	2	1	1	1	0	1
316	bage	1	2	0.4285297393798828	0	0	1	0	0	1
317	bage	1.a	1.b	0.6898042559623718	2	0	0	1	0	1
318	bage	1.a	1.c	0.19789057970046997	3	0	3	1	0	0
319	bage	1.a	2	0.447806715965271	0	0	3	0	0	1
320	bage	1.b	1.c	0.7885049283504486	1	0	3	1	0	1
321	bage	1.b	2	0.5216854214668274	0	0	3	0	0	1
322	bage	1.c	2	0.5268826484680176	0	0	0	0	0	1
323	baggrund	1	1.a	0.23906314373016357	0	0	6	1	1	1
324	baggrund	1	2	0.5079917013645172	0	0	9	0	0	1
325	baggrund	1	3	0.5651595890522003	0	0	7	0	0	1
326	baggrund	1.a	2	0.44570428133010864	0	0	3	0	1	1
327	baggrund	1.a	3	0.5127697288990021	0	0	1	0	1	1
328	baggrund	2	3	0.5516006946563721	1	0	2	0	0	1
329	bagside	1	1.a	0.2324410080909729	2	0	0	1	0	1
330	bagside	1	1.b	0.12115776538848877	0	0	1	1	1	1
331	bagside	1.a	1.b	0.19869226217269897	0	0	1	1	1	1
332	bakke	1	1.a	0.6953110992908478	2	0	4	1	0	1
333	bakke	1	1	0.5453092455863953	1	0	7	1	0	0
334	bakke	1	2	0.670602560043335	1	0	6	0	0	0
335	bakke	1	2.a	0.7154260873794556	0	0	5	0	0	1
336	bakke	1.a	1	0.684791773557663	2	0	11	1	0	1
337	bakke	1.a	2	0.6577651500701904	2	0	10	0	0	1
338	bakke	1.a	2.a	0.7885256111621857	0	0	9	0	0	0
339	bakke	1	2	0.2776889204978943	3	0	1	0	0	0
340	bakke	1	2.a	0.5111331939697266	0	0	2	0	0	1
341	bakke	2	2.a	0.47329646348953247	0	0	1	1	0	1
342	balkon	1	1.b	0.39349788427352905	3	0	2	1	0	1
343	ballet	1	1.a	0.4139699339866638	0	0	7	1	0	1
344	ballet	1	1.b	0.8704085201025009	2	0	7	1	0	1
345	ballet	1.a	1.b	0.6326876878738403	0	0	0	1	0	1
346	ballon	1	1.a	0.6009144186973572	2	0	1	1	0	0
347	ballon	1	1.b	0.4869990944862366	2	0	2	1	0	1
348	ballon	1	1.c	0.41152656078338623	2	0	1	1	0	1
349	ballon	1	2	0.3414509892463684	2	0	3	0	0	1
350	ballon	1.a	1.b	0.605538010597229	2	0	1	1	0	1
351	ballon	1.a	1.c	0.5008236467838287	2	0	0	1	0	1
352	ballon	1.a	2	0.6262731850147247	2	0	2	0	0	1
353	ballon	1.b	1.c	0.36500877141952515	2	0	1	1	0	1
354	ballon	1.b	2	0.5155864953994751	2	0	1	0	0	1
355	ballon	1.c	2	0.42016738653182983	2	0	2	0	0	1
356	bamse	1	2	0.7389941811561584	1	0	2	0	0	1
357	bange	1	1.a	0.30007803440093994	0	0	9	1	0	0
358	bank	1	1.a	0.35818201303482056	1	0	8	1	0	1
359	bank	1	1	0.7017845809459686	1	0	5	1	0	0
360	bank	1	1.a	0.5671075284481049	0	0	9	1	0	1
361	bank	1	2	0.6235023140907288	1	0	10	0	0	1
362	bank	1.a	1	0.722961038351059	0	0	3	1	0	1
363	bank	1.a	1.a	0.5635317265987396	0	0	1	1	0	0
364	bank	1.a	2	0.6060096621513367	0	0	2	0	0	1
365	bank	1	1.a	0.6228618323802948	0	0	4	1	0	1
366	bank	1	2	0.23638993501663208	4	0	5	0	0	1
367	bank	1.a	2	0.6344099044799805	0	0	1	0	0	1
368	bar	1	1.a	0.40501588582992554	0	0	4	1	0	0
369	bar	1	1.b	0.26231640577316284	0	0	6	1	0	0
370	bar	1.a	1.b	0.4707924723625183	0	0	10	1	0	0
371	bar	1	1.a	0.6732931137084961	1	0	4	1	0	1
372	bar	1	2	0.2757872939109802	0	0	10	0	0	1
373	bar	1	3	0.5439676940441132	2	0	9	0	0	1
374	bar	1	4	0.37603098154067993	0	0	5	0	0	1
375	bar	1.a	2	0.7163967192173004	0	0	6	0	0	1
376	bar	1.a	3	0.6451088488101959	1	0	5	0	0	1
377	bar	1.a	4	0.6348060965538025	0	0	1	0	0	1
378	bar	2	3	0.5244847238063812	0	0	1	0	0	0
379	bar	2	4	0.49032968282699585	0	0	5	0	0	1
380	bar	3	4	0.5498463809490204	0	0	4	0	0	1
381	barbere	1	1.a	0.6856469810009003	0	0	1	1	1	1
382	barn	1	1.a	0.17007023096084595	2	0	11	1	0	0
383	barn	1	1.b	0.46576035022735596	2	0	19	1	0	0
384	barn	1	2	0.3887653350830078	2	0	15	0	0	1
385	barn	1.a	1.b	0.4229980707168579	2	0	8	1	0	0
386	barn	1.a	2	0.29125499725341797	2	0	4	0	0	1
387	barn	1.b	2	0.29294610023498535	2	0	4	0	0	1
388	barndom	1	1.a	0.5861755311489105	0	0	12	1	1	1
389	barnlig	1	1.a	0.47818148136138916	0	0	2	1	0	0
390	barnlig	1	2	0.6775584518909454	2	0	1	0	0	1
391	barnlig	1.a	2	0.6027043461799622	0	0	1	0	0	1
392	barre	1	2	0.7709584385156631	2	0	1	0	0	1
393	basis	1	1.a	0.3225640058517456	0	0	13	1	1	1
394	basis	1	1.b	0.5304527580738068	0	0	1	1	0	1
395	basis	1.a	1.b	0.5522758662700653	0	0	14	1	1	1
396	basketball	1	2	0.37207090854644775	0	0	0	0	0	1
397	batteri	1	1.a	0.5867318511009216	0	0	3	1	1	1
398	batteri	1	2.b	0.6783607006072998	2	0	2	0	1	1
399	batteri	1	3	0.4633723497390747	0	0	2	0	0	1
400	batteri	1.a	2.b	0.6588416993618011	0	0	1	0	2	1
401	batteri	1.a	3	0.657441645860672	0	0	5	0	1	1
402	batteri	2.b	3	0.7607821375131607	0	0	4	0	1	1
403	beboelse	1	1.a	0.6283747255802155	2	0	3	1	0	1
404	beboelse	1	1.b	0.5929561853408813	2	0	3	1	0	1
405	beboelse	1.a	1.b	0.45073068141937256	2	0	0	1	0	0
406	bede	1	2	0.3769911527633667	3	1	10	0	0	0
407	bede	1	3	0.4818229079246521	1	0	5	0	0	1
408	bede	1	4	0.3281632661819458	2	1	7	0	0	0
409	bede	2	3	0.3872085213661194	0	0	5	0	0	1
410	bede	2	4	0.349554181098938	2	1	3	0	0	0
411	bede	3	4	0.514884740114212	0	0	2	0	0	1
412	bedrage	1	1.a	0.3606434464454651	0	1	5	1	0	0
413	bedrage	1	3	0.4800999164581299	0	0	3	0	0	1
414	bedrage	1.a	3	0.2756207585334778	0	0	2	0	0	1
415	bedre	1	1.a	0.23761409521102905	0	0	17	1	0	0
416	bedre	1	2	0.42400217056274414	0	0	21	0	0	1
417	bedre	1	3	0.1583242416381836	1	0	21	0	0	1
418	bedre	1.a	2	0.41131848096847534	0	0	4	0	0	1
419	bedre	1.a	3	0.36617934703826904	0	0	4	0	0	1
420	bedre	2	3	0.5037220120429993	0	0	0	0	0	1
421	bedre	1	1.a	0.4463840126991272	0	0	0	1	0	0
422	bedrøvet	1	1.a	0.7294299304485321	0	0	2	1	0	0
423	bedømmelse	1	1.a	0.617770791053772	0	0	4	1	0	1
424	befri	1	2	0.4941876530647278	1	2	4	0	0	1
425	begivenhed	1	1.a	0.5397012531757355	0	0	15	1	0	1
426	begravelse	1	1.a	0.33816057443618774	0	1	2	1	0	0
427	begreb	1	1.a	0.5709937512874603	0	0	10	1	0	0
428	begreb	1	2	0.3258156180381775	1	0	8	0	0	1
429	begreb	1.a	2	0.6023442447185516	0	0	2	0	0	1
430	begrænse	1	2	0.2735024690628052	0	0	6	0	0	1
431	begrænse	1	2.a	0.3524106740951538	0	0	2	0	0	1
432	begrænse	1	3	0.3634616732597351	1	0	1	0	0	1
433	begrænse	2	2.a	0.2599269151687622	0	0	8	1	0	1
434	begrænse	2	3	0.3885082006454468	0	0	7	0	0	1
435	begrænse	2.a	3	0.3735927939414978	0	0	1	0	0	1
436	begyndelse	1	1.a	0.8873199820518494	1	0	11	1	0	0
437	begyndelse	1	1.b	0.5762985646724701	0	0	19	1	0	0
438	begyndelse	1	2	0.5376012921333313	0	0	20	0	0	1
439	begyndelse	1.a	1.b	0.7541974633932114	0	0	8	1	0	0
440	begyndelse	1.a	2	0.8017409890890121	0	0	9	0	0	1
441	begyndelse	1.b	2	0.7017394304275513	0	0	1	0	0	1
442	behagelig	1	1.a	0.6153438687324524	0	0	14	1	0	1
443	behov	1	1.a	0.5192056000232697	0	0	23	1	0	1
444	bekendt	1	1.a	0.5159149467945099	0	0	4	1	0	0
445	bekendt	1	1.b	0.38368505239486694	0	0	4	1	0	0
446	bekendt	1.a	1.b	0.3476583957672119	0	0	0	1	0	0
447	bekendtskab	1	1.a	0.4035181999206543	0	0	2	1	0	0
448	bekendtskab	1	2	0.573186457157135	0	0	1	0	0	1
449	bekendtskab	1	2.a	0.501203328371048	0	0	1	0	0	1
450	bekendtskab	1.a	2	0.5279781818389893	0	0	1	0	0	1
451	bekendtskab	1.a	2.a	0.5184375047683716	0	0	1	0	0	1
452	bekendtskab	2	2.a	0.23295432329177856	0	0	0	1	0	0
453	bekrige	1	1.a	0.5445305407047272	0	0	0	1	0	1
454	bekrige	1	2	0.5771647095680237	0	0	1	0	0	1
455	bekrige	1.a	2	0.25803643465042114	0	0	1	0	0	1
456	bekvem	1	1.a	0.48560643196105957	0	0	5	1	0	0
457	belønning	1	1.a	0.3896667957305908	0	0	1	1	0	1
458	bemærke	1	2	0.27253979444503784	1	0	5	0	0	1
459	bemærkning	1	1.a	0.316775918006897	0	0	11	1	0	1
460	ben	1	2	0.5691041946411133	0	0	35	0	0	1
461	ben	1	3	0.6620327532291412	3	0	35	0	0	1
462	ben	1	3.a	0.5871302783489227	1	0	37	0	0	1
463	ben	2	3	0.3006085157394409	0	0	0	0	0	1
464	ben	2	3.a	0.45584744215011597	0	0	2	0	0	1
465	ben	3	3.a	0.5573635101318359	1	0	2	1	0	0
466	berede	1	1.a	0.23443633317947388	0	0	1	1	0	0
467	berede	1	2	0.4113568663597107	0	0	3	0	0	1
468	berede	1.a	2	0.4834623336791992	0	0	4	0	0	1
469	beredskab	1	2	0.3462415337562561	1	0	6	0	0	1
470	beredskab	1	2.a	0.6681227087974548	0	0	1	0	0	1
471	beredskab	2	2.a	0.3697354197502136	0	0	7	1	0	1
472	beregning	1	2	0.36837536096572876	4	2	7	0	0	1
473	beregning	1	2.a	0.5991648435592651	4	1	5	0	0	1
474	beregning	2	2.a	0.4972805976867676	4	1	2	1	0	1
475	beretning	1	2	0.3614022731781006	3	0	5	0	0	1
476	berøre	1	1.a	0.45892882347106934	0	0	6	1	1	1
477	berøre	1	1.b	0.6065818965435028	2	0	6	1	1	1
478	berøre	1	2	0.43065619468688965	0	0	0	0	0	1
479	berøre	1.a	1.b	0.6291908621788025	0	0	0	1	2	1
480	berøre	1.a	2	0.5131823122501373	1	0	6	0	1	1
481	berøre	1.b	2	0.7496636211872101	0	0	6	0	1	1
482	berøring	1	1.a	0.40710538625717163	0	0	3	1	1	1
483	besidde	1	1.a	0.680649995803833	0	0	1	1	0	1
484	besidde	1	1.b	0.6431894302368164	0	0	1	1	0	1
485	besidde	1	1.c	0.8509527891874313	1	0	3	1	0	1
486	besidde	1.a	1.b	0.7581089287996292	0	0	0	1	0	1
487	besidde	1.a	1.c	0.715044766664505	0	0	2	1	0	0
488	besidde	1.b	1.c	0.972864493727684	0	0	2	1	0	1
489	besiddelse	1	2	0.535789430141449	0	0	1	0	0	1
490	besiddelse	1	3	0.43821418285369873	0	0	0	0	0	1
491	besiddelse	2	3	0.5011423230171204	0	0	1	0	0	1
492	besked	1	1.a	0.39489978551864624	0	0	3	1	0	1
493	beskidt	1	1.a	0.6162614524364471	0	0	2	1	0	0
494	beskidt	1	1.b	0.6055971384048462	0	0	4	1	1	1
495	beskidt	1.a	1.b	0.6565556228160858	0	0	6	1	1	1
496	beskrive	1	1.a	0.5193772614002228	0	0	17	1	0	1
497	beskrive	1	2	0.5470151603221893	2	0	14	0	0	1
498	beskrive	1.a	2	0.4602292776107788	0	0	3	0	0	1
499	beskytte	1	1.a	0.4301244020462036	1	1	5	1	0	1
500	beskyttelse	1	1.a	0.4033438563346863	0	0	31	1	0	1
501	bestand	1	2	0.26481038331985474	1	0	5	0	0	1
502	bestemme	1	1.a	0.37210333347320557	0	0	1	1	0	1
503	bestemme	1	1.b	0.35373812913894653	0	0	1	1	0	1
504	bestemme	1	2	0.40504324436187744	3	0	1	0	0	1
505	bestemme	1.a	1.b	0.3307620882987976	0	0	0	1	0	1
506	bestemme	1.a	2	0.2865421175956726	0	0	0	0	0	1
507	bestemme	1.b	2	0.38942110538482666	0	0	0	0	0	1
508	bestemmelse	1.a	2	0.5501393973827362	1	0	9	0	0	1
509	bestemt	1	2	0.7098325192928314	0	0	2	0	0	1
510	bestemt	1	3	0.6596211791038513	1	0	0	0	0	1
511	bestemt	1	4	0.49980002641677856	0	0	3	0	0	1
512	bestemt	1	4.a	0.7551127672195435	0	0	6	0	0	1
513	bestemt	2	3	0.5519566833972931	0	0	2	0	0	0
514	bestemt	2	4	0.5035049319267273	0	0	5	0	0	1
515	bestemt	2	4.a	0.501478523015976	0	0	8	0	0	1
516	bestemt	3	4	0.5963500142097473	0	0	3	0	0	1
517	bestemt	3	4.a	0.37938106060028076	0	0	6	0	0	1
518	bestemt	4	4.a	0.5783948600292206	0	0	3	1	0	0
519	bestilling	1	1.a	0.2617536783218384	4	0	1	1	0	0
520	bestride	1	2	0.6559227108955383	0	0	4	0	0	1
521	bestå	1	1.a	0.5568260848522186	0	0	2	1	0	0
522	bestå	1	2	0.5571001768112183	2	0	1	0	0	1
523	bestå	1	2.a	0.5687982738018036	2	0	2	0	0	1
524	bestå	1	3	0.6018022894859314	0	0	1	0	0	1
525	bestå	1.a	2	0.32722753286361694	0	0	1	0	0	1
526	bestå	1.a	2.a	0.34100353717803955	0	0	4	0	0	1
527	bestå	1.a	3	0.4123121500015259	0	0	1	0	0	1
528	bestå	2	2.a	0.2353227138519287	2	0	3	1	0	0
529	bestå	2	3	0.4764566421508789	0	0	0	0	0	1
530	bestå	2.a	3	0.4367595314979553	0	0	3	0	0	1
531	besætning	1	2	0.4962753653526306	2	0	0	0	0	1
532	besætning	1	3	0.5752842724323273	3	0	0	0	0	1
533	besætning	2	3	0.5033943355083466	2	0	0	0	0	1
534	besættelse	1	1.a	0.5250664353370667	0	0	7	1	0	0
535	besættelse	1	2	0.6802943348884583	0	0	6	0	0	1
536	besættelse	1	2.a	0.8194984793663025	0	0	7	0	1	1
537	besættelse	1	3	0.6510559022426605	0	0	4	0	0	1
538	besættelse	1.a	2	0.5343208014965057	0	0	1	0	0	1
539	besættelse	1.a	2.a	0.679927259683609	0	0	0	0	1	1
540	besættelse	1.a	3	0.5606904029846191	0	0	3	0	0	1
541	besættelse	2	2.a	0.42557835578918457	0	0	1	1	1	1
542	besættelse	2	3	0.5376412570476532	0	0	2	0	0	1
543	besættelse	2.a	3	0.6174485981464386	0	0	3	0	1	1
544	besøg	1	2	0.2807353138923645	4	1	15	0	0	0
545	besøge	1	2	0.38542550802230835	2	1	8	0	0	0
546	betale	1	1.a	0.2787587642669678	0	0	6	1	0	0
