idx	lemma	bet_1	bet_2	cosine	onto	frame	score	main_sense	figurative	label
547	betale	1	1.b	0.3141136169433594	0	0	0	1	1	1
548	betale	1	2	0.27328336238861084	0	0	5	0	0	0
549	betale	1.a	1.b	0.3429807424545288	0	0	6	1	1	1
550	betale	1.a	2	0.3005419373512268	0	0	11	0	0	0
551	betale	1.b	2	0.3318021893501282	0	0	5	0	1	1
552	betaling	1	2	0.3616195321083069	0	0	5	0	0	1
553	betingelse	1	1.a	0.3835146427154541	0	0	5	1	0	1
554	betingelse	1	2	0.3185598850250244	1	0	1	0	0	1
555	betingelse	1.a	2	0.3328756093978882	0	0	4	0	0	1
556	betragte	1	1.a	0.5359740555286407	3	0	3	1	1	1
557	betyde	1	1.a	0.10714924335479736	0	0	2	1	0	0
558	betyde	1	2	0.35302042961120605	1	0	2	0	0	0
559	betyde	1	3	0.27209120988845825	0	0	5	0	0	1
560	betyde	1.a	2	0.3082403540611267	0	0	0	0	0	0
561	betyde	1.a	3	0.3290126919746399	0	0	3	0	0	1
562	betyde	2	3	0.505470871925354	0	0	3	0	0	1
563	betydning	1	2	0.437808096408844	2	0	7	0	0	1
564	betænke	1	2	0.26438969373703003	2	0	1	0	0	1
565	beundre	1	1.a	0.7739675492048264	0	1	0	1	0	0
566	bevare	1	2	0.4242740869522095	0	0	2	0	0	1
567	bevarelse	1	2	0.5024102926254272	4	0	1	0	0	1
568	bevidst	1	1.a	0.34563177824020386	0	0	11	1	0	0
569	bevidst	1	2	0.4664645195007324	2	0	3	0	0	1
570	bevidst	1.a	2	0.4526553750038147	0	0	8	0	0	1
571	bevidsthed	1	1.a	0.34707891941070557	0	0	1	1	0	1
572	bevidsthed	1	2	0.4582490921020508	2	0	5	0	0	1
573	bevidsthed	1.a	2	0.46205246448516846	0	0	6	0	0	1
574	bevilling	1	2	0.4197920560836792	1	0	1	0	0	1
575	bevilling	1	3	0.4572063088417053	0	0	2	0	0	1
576	bevilling	2	3	0.500922679901123	0	0	1	0	0	1
577	bevis	1	1.a	0.28883081674575806	0	0	16	1	0	0
578	bevis	1	2	0.49288874864578247	0	0	14	0	0	1
579	bevis	1.a	2	0.4475356936454773	0	0	2	0	0	1
580	bevise	1	1.a	0.27447813749313354	0	0	14	1	0	0
581	bevogte	1	1.a	0.31863659620285034	2	1	6	1	0	0
582	bevogte	1	1.b	0.18148279190063477	3	1	6	1	0	0
583	bevogte	1.a	1.b	0.18468862771987915	2	1	0	1	0	0
584	bevæge	1	1.a	0.08619993925094604	2	0	7	1	1	1
585	bevæge	1	2	0.30774742364883423	0	0	4	0	0	1
586	bevæge	1	3	0.39496105909347534	2	0	6	0	0	1
587	bevæge	1.a	2	0.3124082684516907	2	0	3	0	1	1
588	bevæge	1.a	3	0.363803505897522	0	0	1	0	1	1
589	bevæge	2	3	0.24929076433181763	0	1	2	0	0	1
590	bevægelig	1	1.a	0.2931317090988159	2	0	2	1	1	1
591	bevægelig	1	2	0.45641183853149414	2	0	1	0	0	1
592	bevægelig	1	3	0.861157089471817	0	0	1	0	0	1
593	bevægelig	1.a	2	0.5323754549026489	2	0	1	0	1	1
594	bevægelig	1.a	3	0.8399693071842194	0	0	1	0	1	1
595	bevægelig	2	3	0.8197212964296341	0	0	0	0	0	1
596	bevægelse	1	1.a	0.34284037351608276	2	2	9	1	0	0
597	bevægelse	1	1.b	0.3140568137168884	1	1	10	1	1	1
598	bevægelse	1	2	0.7330490350723267	0	0	8	0	0	1
599	bevægelse	1	3	0.7813648879528046	1	0	12	0	0	1
600	bevægelse	1.a	1.b	0.3207290768623352	1	1	1	1	1	1
601	bevægelse	1.a	2	0.5675331950187683	0	0	1	0	0	1
602	bevægelse	1.a	3	0.6750715374946594	0	0	3	0	0	1
603	bevægelse	1.b	2	0.5708590447902679	3	0	2	0	1	1
604	bevægelse	1.b	3	0.5506610870361328	1	0	2	0	1	1
605	bevægelse	2	3	0.5874925553798676	1	0	4	0	0	1
606	bibliotek	1	1.a	0.5072027146816254	1	0	7	1	0	1
607	bibliotek	1	1.b	0.3255491256713867	1	0	7	1	0	1
608	bibliotek	1.a	1.b	0.4621744751930237	1	0	0	1	0	1
609	bide	1	1.a	0.1862483024597168	1	1	11	1	0	0
610	bide	1	1.d	0.5997684001922607	1	0	10	1	1	1
611	bide	1.a	1.d	0.6848714053630829	0	0	1	1	1	1
612	bidrag	1	1.a	0.40326642990112305	0	0	6	1	0	0
613	bidrag	1	2	0.30143284797668457	0	0	6	0	0	1
614	bidrag	1	2.a	0.5380713641643524	0	0	8	0	0	1
615	bidrag	1	2.b	0.6153061985969543	0	0	11	0	0	1
616	bidrag	1.a	2	0.4505181312561035	1	0	0	0	0	1
617	bidrag	1.a	2.a	0.5731808245182037	1	0	2	0	0	1
618	bidrag	1.a	2.b	0.622710645198822	0	0	5	0	0	1
619	bidrag	2	2.a	0.5968088507652283	2	0	2	1	0	0
620	bidrag	2	2.b	0.6149746179580688	0	0	5	1	0	0
621	bidrag	2.a	2.b	0.43731075525283813	0	0	3	1	0	0
622	bilag	1	1.a	0.46767348051071167	0	0	5	1	0	0
623	billet	1	1.a	0.7555972337722778	0	0	6	1	1	1
624	billig	1	1.a	0.46591293811798096	1	0	18	1	0	0
625	billig	1	1.b	0.4649803042411804	0	0	17	1	1	1
626	billig	1.a	1.b	0.5461119413375854	0	0	1	1	1	1
627	bitter	1	2	0.5203774869441986	1	0	7	0	0	1
628	bitter	1	2.a	0.5172291696071625	0	0	1	0	0	1
629	bitter	1	2.b	0.3405933976173401	0	0	6	0	0	1
630	bitter	2	2.a	0.2596520185470581	0	0	6	1	0	0
631	bitter	2	2.b	0.47952044010162354	0	0	1	1	0	0
632	bitter	2.a	2.b	0.5268430411815643	0	0	5	1	0	0
633	bjerg	1	1.a	0.3607771396636963	1	0	17	1	1	1
634	bjælke	1	1.a	0.7001294195652008	0	0	1	1	0	1
635	bjælke	1	1.b	0.5349480211734772	0	0	3	1	0	1
636	bjælke	1.a	1.b	0.5787082612514496	0	0	2	1	0	1
637	blanding	1	2	0.7270746231079102	0	0	14	0	0	1
638	blank	1	1.a	0.5886183381080627	0	0	3	1	0	0
639	blank	1	2	0.7457837760448456	0	0	1	0	0	1
640	blank	1	3	0.8016666322946548	0	0	3	0	0	1
641	blank	1	4	0.8406472057104111	0	0	0	0	0	1
642	blank	1.a	2	0.8847175762057304	0	0	2	0	0	1
643	blank	1.a	3	0.8488643318414688	0	0	0	0	0	1
644	blank	1.a	4	0.8121579438447952	0	0	3	0	0	1
645	blank	2	3	0.38044196367263794	0	0	2	0	0	1
646	blank	2	4	0.4977651834487915	1	0	1	0	0	1
647	blank	3	4	0.40932202339172363	0	0	3	0	0	1
648	blik	1	2	0.5736170411109924	0	1	19	0	0	0
649	blik	1	3	0.5970293283462524	0	0	1	0	0	1
650	blik	1	4	0.6578037142753601	0	0	15	0	0	1
651	blik	1	4.a	0.5554004013538361	0	0	17	0	0	1
652	blik	2	3	0.4877164363861084	0	0	18	0	0	1
653	blik	2	4	0.512776792049408	0	0	4	0	0	1
654	blik	2	4.a	0.6164115071296692	0	0	2	0	0	1
655	blik	3	4	0.4692695140838623	0	0	14	0	0	1
656	blik	3	4.a	0.4408484101295471	0	0	16	0	0	1
657	blik	4	4.a	0.4712579846382141	0	0	2	1	0	0
658	blinke	1	1.a	0.47974908351898193	0	0	5	1	0	0
659	blinke	1	2	0.5430055856704712	0	0	3	0	0	1
660	blinke	1	2.a	0.6095251739025116	0	0	2	0	0	1
661	blinke	1.a	2	0.6344406008720398	0	0	2	0	0	1
662	blinke	1.a	2.a	0.2062908411026001	4	1	3	0	0	1
663	blinke	2	2.a	0.4889155626296997	0	0	1	1	0	0
664	blitz	1	1.a	0.6369971930980682	0	0	0	1	0	0
665	blokere	1	1.a	0.5278111100196838	2	0	2	1	1	1
666	blokere	1	1.b	0.6357634961605072	0	0	2	1	0	1
667	blokere	1	2	0.5675585567951202	1	0	1	0	0	1
668	blokere	1	2.a	0.43866902589797974	2	0	2	0	0	1
669	blokere	1.a	1.b	0.3637228012084961	0	0	0	1	1	1
670	blokere	1.a	2	0.46009230613708496	1	0	1	0	1	1
671	blokere	1.a	2.a	0.3700360059738159	1	0	0	0	1	1
672	blokere	1.b	2	0.4914091229438782	0	0	1	0	0	1
673	blokere	1.b	2.a	0.38584762811660767	0	0	0	0	0	1
674	blokere	2	2.a	0.43681108951568604	1	0	1	1	0	0
675	blomstre	1	1.a	0.8172294795513153	0	0	1	1	1	1
676	blomstre	1	1.b	0.6782256960868835	0	0	4	1	1	1
677	blomstre	1.a	1.b	0.5482814610004425	0	0	5	1	2	0
678	blond	1	1.a	0.4400663375854492	2	0	5	1	0	0
679	blot	1	1.a	0.3350965976715088	0	0	1	1	0	0
680	bly	1	1.a	0.8117566555738449	1	0	0	1	0	1
681	bly	1	1.b	0.7188614904880524	0	0	1	1	0	1
682	bly	1.a	1.b	0.6130525171756744	0	0	1	1	0	1
683	blæser	1	2	0.7858230173587799	1	0	2	0	0	1
684	bløde	1	1.a	0.5835599899291992	0	0	5	1	0	0
685	blødgøre	1	1.a	0.1646634340286255	2	0	2	1	0	0
686	blødgøre	1	2	0.6099493205547333	0	0	1	0	0	1
687	blødgøre	1	3	0.23379075527191162	0	0	2	0	0	1
688	blødgøre	1.a	2	0.521056205034256	0	0	1	0	0	1
689	blødgøre	1.a	3	0.2212488055229187	0	0	4	0	0	1
690	blødgøre	2	3	0.6137154996395111	0	0	3	0	0	1
691	bo	1	2	0.7016758322715759	1	0	2	0	0	1
692	bo	1	1.a	0.2815115451812744	4	0	14	1	0	0
693	bo	1	1.b	0.3873334527015686	4	1	16	1	0	0
694	bo	1.a	1.b	0.5142797529697418	4	0	2	1	0	0
695	boble	1	1.a	0.557433694601059	0	0	1	1	1	1
696	boble	1	1.b	0.49287134408950806	0	0	5	1	0	1
697	boble	1	1.d	0.7146584987640381	0	0	2	1	1	1
698	boble	1	1.e	0.6030315160751343	0	0	1	1	1	1
699	boble	1.a	1.b	0.7091915607452393	0	0	6	1	1	1
700	boble	1.a	1.d	0.5513050556182861	0	0	3	1	2	1
701	boble	1.a	1.e	0.5326984822750092	0	0	0	1	2	1
702	boble	1.b	1.d	0.8550684005022049	0	0	3	1	1	1
703	boble	1.b	1.e	0.9205836802721024	0	0	6	1	1	1
704	boble	1.d	1.e	0.4000611901283264	0	0	3	1	2	1
705	bog	1	2	0.28948861360549927	3	0	6	0	0	1
706	bog	1	2.a	0.43629157543182373	3	0	13	0	0	1
707	bog	1	2.b	0.5020961761474609	3	0	13	0	0	1
708	bog	1	3	0.25997745990753174	3	0	12	0	0	1
709	bog	2	2.a	0.5129862427711487	3	0	19	1	0	0
710	bog	2	2.b	0.5604511201381683	3	0	19	1	0	0
711	bog	2	3	0.305652916431427	3	0	18	0	0	1
712	bog	2.a	2.b	0.10708582401275635	4	0	0	1	0	0
713	bog	2.a	3	0.41958141326904297	3	0	1	0	0	1
714	bog	2.b	3	0.5171046555042267	3	0	1	0	0	1
715	bogstav	1	1.a	0.7059807777404785	3	0	2	1	0	0
716	bold	1	1.a	0.4010745882987976	0	0	7	1	0	1
717	bold	1	1.b	0.30801087617874146	1	0	8	1	1	1
718	bold	1	3	0.7248478829860687	0	0	5	0	0	1
719	bold	1.a	1.b	0.4363586902618408	0	0	1	1	1	1
720	bold	1.a	3	0.4503747224807739	0	0	2	0	0	1
721	bold	1.b	3	0.6423769593238831	0	0	3	0	1	1
722	boldspiller	1	1.a	0.2758811116218567	2	0	0	1	0	0
723	boldspiller	1	2	0.16666775941848755	2	0	1	0	0	0
724	boldspiller	1.a	2	0.2659733295440674	2	0	1	0	0	0
725	bolle	1	2	0.4137849807739258	3	0	1	0	0	1
726	bolle	1	3	0.7700413465499878	2	0	3	0	0	1
727	bolle	2	3	0.797020360827446	2	0	4	0	0	1
728	bombe	1	2	0.5020551085472107	3	0	6	0	0	1
729	bombe	1	3.a	0.5919406116008759	0	0	7	0	1	1
730	bombe	2	3.a	0.6537970900535583	0	0	1	0	1	1
731	bomuld	1	2	0.23580873012542725	0	0	7	0	0	1
732	bonde	1	1.a	0.2928645610809326	2	0	2	1	0	0
733	bonus	1	1.a	0.5336932837963104	0	0	0	1	1	1
734	bonus	1	2	0.31695425510406494	0	0	0	0	0	0
735	bonus	1.a	2	0.6876934766769409	2	0	0	0	1	1
736	bopæl	1	1.a	0.5220185220241547	0	0	0	1	0	0
737	bor	1	2	0.35448580980300903	3	0	2	0	0	0
738	bord	1	1.a	0.5085067451000214	0	0	9	1	0	1
739	borgmester	1	2	0.39759624004364014	3	0	6	0	0	1
740	bosættelse	1	2	0.5342790484428406	0	1	1	0	0	1
741	brag	1	1.a	0.5917851328849792	1	0	5	1	1	1
742	brandmand	1	2	0.8293738514184952	1	0	1	0	0	1
743	brandslukker	1.a	2	0.8432464003562927	1	0	1	0	1	1
744	bredde	1	2	0.5074604451656342	0	0	2	0	0	1
745	bredde	1	3	0.5655951499938965	2	0	2	0	0	1
746	bredde	2	3	0.487062931060791	0	0	4	0	0	1
747	bremse	1	1.a	0.34743672609329224	0	0	4	1	1	1
748	brev	1	1.a	0.5335178673267365	3	0	18	1	0	0
749	brev	1	2	0.5671532452106476	2	0	18	0	0	1
750	brev	1.a	2	0.40091681480407715	2	0	0	0	0	1
751	briller	1	1.a	0.4021618962287903	2	0	18	1	0	0
752	briller	1	1.b	0.8010404706001282	0	0	16	1	1	1
753	briller	1.a	1.b	0.6055973172187805	0	0	2	1	1	1
754	bro	1	1.a	0.7051635980606079	0	0	5	1	1	1
755	bro	1	3	0.44558578729629517	1	0	5	0	0	1
756	bro	1	5	0.5822572708129883	1	0	7	0	0	1
757	bro	1.a	3	0.7752510458230972	0	0	0	0	1	1
758	bro	1.a	5	0.6698909401893616	0	0	2	0	1	1
759	bro	3	5	0.5283081531524658	2	0	2	0	0	1
760	brudlinje	1	1.b	0.7553847432136536	1	0	1	1	1	1
761	brudstykke	1	1.a	0.41491109132766724	0	0	1	1	1	1
762	brug	1	2	0.3267638087272644	0	0	15	0	0	1
763	brun	1	1.a	0.2824034094810486	3	0	3	1	0	1
764	brun	1	1.b	0.5042686760425568	0	0	9	1	0	1
765	brun	1.a	1.b	0.5296147763729095	0	0	6	1	0	1
766	brusebad	1	1.a	0.2744255065917969	0	0	7	1	0	1
767	bryggerivirksomhed	1	2	0.27475208044052124	1	0	0	0	0	1
768	bryst	1	1.a	0.38563889265060425	3	0	4	1	0	1
769	bryst	1	2	0.5515260696411133	3	0	0	0	0	1
770	bryst	1	3	0.5512793958187103	0	0	4	0	0	1
771	bryst	1	4	0.29823464155197144	0	0	5	0	0	1
772	bryst	1.a	2	0.4436580538749695	3	0	4	0	0	1
773	bryst	1.a	3	0.43023473024368286	0	0	0	0	0	1
774	bryst	1.a	4	0.6450593769550323	0	0	1	0	0	1
775	bryst	2	3	0.5251131355762482	0	0	4	0	0	1
776	bryst	2	4	0.6165393888950348	0	0	5	0	0	1
777	bryst	3	4	0.6245595216751099	1	0	1	0	0	1
778	brystparti	1	2	0.2269873023033142	0	0	0	0	0	1
779	brækfornemmelse	1	1.a	0.6035266816616058	0	0	1	1	1	1
780	brændstof	1	1.a	0.257297158241272	1	0	3	1	0	1
781	brændstof	1	1.b	0.5426426231861115	0	0	3	1	1	1
782	brændstof	1.a	1.b	0.4199673533439636	0	0	0	1	1	1
783	bræt	1	2	0.6234236061573029	2	0	2	0	0	0
784	bræt	1	2.a	0.4685742259025574	2	0	1	0	0	1
785	bræt	2	2.a	0.37936997413635254	2	0	1	1	0	1
786	brød	1	1.a	0.5045641660690308	0	0	13	1	0	0
787	brød	1	1.b	0.4928829073905945	3	0	12	1	0	0
788	brød	1	2	0.3838650584220886	3	0	13	0	0	1
789	brød	1	3	0.36263900995254517	0	0	1	0	1	1
790	brød	1.a	1.b	0.5774430334568024	0	0	1	1	0	0
791	brød	1.a	2	0.10036057233810425	0	0	0	0	0	1
792	brød	1.a	3	0.591221421957016	0	0	12	0	1	1
793	brød	1.b	2	0.5078882277011871	3	0	1	0	0	1
794	brød	1.b	3	0.5334173440933228	0	0	11	0	1	1
795	brød	2	3	0.45797914266586304	0	0	12	0	1	1
796	brøle	1	1.a	0.7116970121860504	1	0	0	1	0	0
797	brøle	1	1.b	0.6884292960166931	1	0	6	1	0	0
798	brøle	1	1.c	0.6412558555603027	0	0	2	1	0	1
799	brøle	1	1.d	0.734478771686554	2	0	1	1	0	1
800	brøle	1.a	1.b	0.3257635831832886	0	0	6	1	0	0
801	brøle	1.a	1.c	0.5930318832397461	0	0	2	1	0	1
802	brøle	1.a	1.d	0.5230502486228943	1	0	1	1	0	1
803	brøle	1.b	1.c	0.34561771154403687	0	0	8	1	0	1
804	brøle	1.b	1.d	0.5572227239608765	1	0	7	1	0	1
805	brøle	1.c	1.d	0.642410397529602	0	0	1	1	0	0
806	brønd	1	1.a	0.20889323949813843	0	0	7	1	0	1
807	brønd	1	2	0.16380047798156738	3	0	6	0	0	1
808	brønd	1.a	2	0.2275901436805725	0	0	1	0	0	1
809	budget	1	1.a	0.44353753328323364	0	0	11	1	0	1
810	bue	1	2	0.6351384520530701	2	0	4	0	0	1
811	bue	1	3	0.405481219291687	1	0	7	0	0	1
812	bue	1	4	0.6964476704597473	2	0	7	0	0	1
813	bue	2	3	0.48758548498153687	1	0	3	0	0	1
814	bue	2	4	0.5993225574493408	3	0	3	0	0	1
815	bue	3	4	0.6195382475852966	1	0	0	0	0	1
816	buffet	1	2	0.7579534947872162	3	0	0	0	0	1
817	bug	1	2	0.20328927040100098	3	0	1	0	0	1
818	bugt	1	1.a	0.43835002183914185	3	0	2	1	0	0
819	bugt	1	2	0.6345911920070648	0	0	2	0	0	1
820	bugt	1.a	2	0.7698353826999664	0	0	0	0	0	1
821	bukke	1	1.a	0.5235402882099152	0	0	2	1	0	1
822	bukke	1	2	0.5949342548847198	2	0	3	0	0	1
823	bukke	1	2.a	0.4509471654891968	3	1	1	0	0	1
824	bukke	1.a	2	0.6242679357528687	0	0	5	0	0	1
825	bukke	1.a	2.a	0.5369301736354828	0	0	3	0	0	1
826	bukke	2	2.a	0.4163324236869812	3	0	2	1	0	1
827	bulletin	1	1.a	0.4070601463317871	3	0	0	1	0	0
828	bundt	1	1.a	0.35637837648391724	2	0	7	1	0	0
829	bundt	1	1.c	0.5780788064002991	2	0	7	1	1	1
830	bundt	1.a	1.c	0.5696867108345032	2	0	0	1	1	1
831	bunke	1	1.a	0.16717571020126343	2	0	8	1	0	0
832	bunke	1	1.b	0.3422156572341919	2	0	6	1	1	1
833	bunke	1.a	1.b	0.31089454889297485	0	0	2	1	1	1
834	bur	1	1.b	0.6846228241920471	0	0	3	1	1	1
835	burde	1	2	0.44164150953292847	0	0	11	0	0	1
836	bureau	1	1.a	0.5736046433448792	1	0	1	1	0	1
837	bureaukrati	1	1.a	0.4016271233558655	0	0	1	1	0	1
838	by	1	1.a	0.3756279945373535	3	0	4	1	0	1
839	by	1	1.b	0.45535725355148315	0	0	2	1	0	1
840	by	1	2	0.44376230239868164	1	0	5	0	0	1
841	by	1.a	1.b	0.5818775296211243	0	0	6	1	0	0
842	by	1.a	2	0.4614654779434204	1	0	1	0	0	1
843	by	1.b	2	0.5661842525005341	0	0	7	0	0	1
844	byge	1	1.a	0.47698110342025757	0	0	0	1	1	1
845	bygge	1	1.a	0.4806365370750427	3	0	11	1	1	1
846	bygning	1	2	0.47562098503112793	0	0	6	0	0	1
847	bygning	1	3	0.5834221243858337	0	0	0	0	0	1
848	bygning	2	3	0.7561241835355759	1	0	6	0	0	1
849	byld	1	2	0.6564280688762665	0	0	0	0	0	1
850	bylt	1	1.a	0.8030591309070587	1	0	0	1	1	1
851	byrde	1	1.a	0.5668440759181976	0	0	7	1	1	1
852	bytte	1	1.a	0.4887439012527466	1	0	7	1	1	1
853	bytte	1	2	0.631718099117279	0	0	9	0	0	1
854	bytte	1	3	0.4656274914741516	0	0	2	0	0	1
855	bytte	1.a	2	0.7050340175628662	0	0	2	0	1	1
856	bytte	1.a	3	0.45260947942733765	0	0	5	0	1	1
857	bytte	2	3	0.6696056425571442	0	0	7	0	0	1
858	båd	1	2	0.4056689739227295	3	0	1	0	0	1
859	båd	1	3	0.5265561938285828	1	0	5	0	0	1
860	båd	2	3	0.5902038812637329	1	0	4	0	0	1
861	bås	1	1.a	0.6095559597015381	3	0	1	1	1	1
862	bås	1	2	0.6120471656322479	0	0	2	0	0	1
863	bås	1	3	0.5150736570358276	1	0	1	0	0	1
864	bås	1.a	2	0.6839644610881805	0	0	3	0	1	1
865	bås	1.a	3	0.35740137100219727	2	0	0	0	1	1
866	bås	2	3	0.6550927758216858	0	0	3	0	0	1
867	bælte	1	1.a	0.2705579996109009	2	0	7	1	0	0
868	bælte	1	2	0.5560022294521332	1	0	4	0	0	1
869	bælte	1	3	0.30682629346847534	2	0	7	0	0	1
870	bælte	1.a	2	0.5660777390003204	1	0	3	0	0	1
871	bælte	1.a	3	0.26055413484573364	2	0	0	0	0	1
872	bælte	2	3	0.5345584750175476	1	0	3	0	0	1
873	bænk	1	1.a	0.5161092579364777	3	0	11	1	0	0
874	bænk	1	2	0.44447535276412964	3	0	15	0	0	1
875	bænk	1.a	2	0.5604745447635651	3	0	4	0	0	1
876	bøf	1	1.a	0.18774330615997314	1	0	5	1	0	0
877	bøje	1	1.a	0.5313670933246613	0	0	3	1	0	1
878	bøje	1	1.b	0.5645157992839813	1	0	3	1	1	1
879	bøje	1	1.c	0.5325308442115784	0	0	3	1	1	1
880	bøje	1	2	0.3326430320739746	3	1	7	0	0	1
881	bøje	1.a	1.b	0.38981229066848755	0	0	0	1	1	1
882	bøje	1.a	1.c	0.5199353098869324	0	0	0	1	1	1
883	bøje	1.a	2	0.28071725368499756	0	0	10	0	0	1
884	bøje	1.b	1.c	0.48800957202911377	0	0	0	1	2	0
885	bøje	1.b	2	0.4193674921989441	2	0	10	0	1	1
886	bøje	1.c	2	0.5735988914966583	0	0	10	0	1	1
887	bølge	1	1.a	0.5602455735206604	1	0	6	1	0	1
888	bølge	1	1.b	0.4630467891693115	2	0	6	1	1	1
889	bølge	1	1.c	0.5207005143165588	1	0	6	1	1	1
890	bølge	1	1.d	0.5887769758701324	0	0	3	1	1	1
891	bølge	1.a	1.b	0.4813615083694458	1	0	0	1	1	1
892	bølge	1.a	1.c	0.5447108447551727	0	0	0	1	1	1
893	bølge	1.a	1.d	0.5620326995849609	0	0	3	1	1	1
894	bølge	1.b	1.c	0.45890140533447266	2	0	0	1	2	0
895	bølge	1.b	1.d	0.4831737279891968	0	0	3	1	2	0
896	bølge	1.c	1.d	0.5598467886447906	0	0	3	1	2	0
897	bølgegang	1	1.a	0.6900107562541962	0	0	1	1	1	1
898	bønne	1	1.a	0.4456300735473633	3	0	1	1	0	1
899	bønne	1	1.b	0.37336593866348267	3	0	4	1	0	1
900	bønne	1	2.a	0.5857691466808319	0	0	1	0	0	1
901	bønne	1.a	1.b	0.03661710023880005	4	0	3	1	0	1
902	bønne	1.a	2.a	0.6368171870708466	0	0	0	0	0	1
903	bønne	1.b	2.a	0.5513482093811035	0	0	3	0	0	1
904	børste	1	1.a	0.22604137659072876	0	2	3	1	0	0
905	børste	1	1.b	0.19708728790283203	4	0	1	1	1	1
906	børste	1	2	0.5301245748996735	0	1	1	0	0	1
907	børste	1	3	0.4239994287490845	2	0	2	0	0	1
908	børste	1.a	1.b	0.6783230602741241	0	0	4	1	1	1
909	børste	1.a	2	0.6907112300395966	0	1	2	0	0	1
910	børste	1.a	3	0.5141801834106445	0	0	1	0	0	1
911	børste	1.b	2	0.5683035254478455	0	0	2	0	1	1
912	børste	1.b	3	0.475508451461792	2	0	3	0	1	1
913	børste	2	3	0.531176894903183	0	0	1	0	0	1
914	celle	1	2	0.4920211434364319	2	0	3	0	0	1
915	celle	1	4	0.5682201981544495	1	0	0	0	0	1
916	celle	2	4	0.4122026562690735	1	0	3	0	0	1
917	censur	1	1.a	0.41616731882095337	1	0	3	1	0	1
918	censur	1	2	0.46333712339401245	0	0	6	0	0	1
919	censur	1	3	0.4438530206680298	2	0	6	0	0	1
920	censur	1.a	2	0.5684390962123871	0	0	3	0	0	1
921	censur	1.a	3	0.4304949641227722	2	0	3	0	0	1
922	censur	2	3	0.3033623695373535	0	0	0	0	0	1
923	center	1	1.a	0.19570273160934448	0	0	1	1	0	1
924	center	1	2	0.425767719745636	2	0	1	0	0	1
925	center	1.a	2	0.5567009747028351	0	0	0	0	0	1
926	central	1	1.a	0.6311885416507721	0	0	3	1	0	1
927	central	1	2	0.6725395321846008	0	0	8	0	0	1
928	central	1.a	2	0.5102407336235046	0	0	5	0	0	1
929	centrum	1	1.a	0.31138354539871216	3	0	4	1	0	1
930	centrum	1	1.c	0.4395889639854431	2	0	6	1	1	1
931	centrum	1.a	1.c	0.5518148243427277	2	0	2	1	1	1
932	chance	1	1.a	0.2341061234474182	1	0	22	1	0	0
933	chance	1	1.b	0.36290431022644043	0	0	27	1	0	1
934	chance	1.a	1.b	0.4409888982772827	0	0	5	1	0	1
935	charter	1	2	0.5670846700668335	3	0	1	0	0	1
936	chauffør	1	1.a	0.14091920852661133	2	0	1	1	0	1
937	chokolade	1	1.a	0.2898091673851013	2	0	12	1	0	0
938	chokolade	1	2	0.16218304634094238	2	0	6	0	0	1
939	chokolade	1.a	2	0.3357408046722412	2	0	6	0	0	1
940	cirkel	1	1.a	0.36359262466430664	1	0	3	1	0	1
941	cirkel	1	1.b	0.412924587726593	0	0	2	1	0	0
942	cirkel	1	2	0.6304937303066254	1	0	2	0	0	1
943	cirkel	1	3	0.40990400314331055	0	0	2	0	0	1
944	cirkel	1.a	1.b	0.4696626663208008	0	0	1	1	0	1
945	cirkel	1.a	2	0.7072685956954956	1	0	1	0	0	1
946	cirkel	1.a	3	0.6380015015602112	0	0	1	0	0	1
947	cirkel	1.b	2	0.6102576553821564	0	0	0	0	0	1
948	cirkel	1.b	3	0.48572391271591187	0	0	0	0	0	1
949	cirkel	2	3	0.6971699297428131	0	0	0	0	0	1
950	cirkulation	1	1.a	0.7862987071275711	0	0	0	1	0	1
951	cirkulation	1	2	0.6248897612094879	0	0	1	0	0	1
952	cirkulation	1.a	2	0.35757678747177124	0	0	1	0	0	1
953	citron	1	1.a	0.33455872535705566	1	0	1	1	0	1
954	civil	1	1.a	0.5655682682991028	0	0	7	1	0	0
955	civil	1	1.b	0.3909953236579895	0	0	4	1	0	0
956	civil	1	2	0.6056017279624939	0	0	3	0	0	1
957	civil	1.a	1.b	0.49704623222351074	0	0	3	1	0	0
958	civil	1.a	2	0.5635665357112885	0	0	4	0	0	1
959	civil	1.b	2	0.6065358817577362	0	0	1	0	0	1
960	civilisation	1	1.a	0.37407559156417847	0	0	9	1	0	1
961	civilisation	1	1.b	0.34851616621017456	0	0	0	1	0	0
962	civilisation	1.a	1.b	0.3320029377937317	0	0	9	1	0	1
963	creme	1	2	0.3484236001968384	2	0	3	0	0	1
964	creme	1	2.a	0.5866521596908569	2	0	3	0	0	1
965	creme	1	3	0.7831764668226242	0	0	2	0	1	1
966	creme	1	4	0.4063223600387573	0	0	3	0	0	1
967	creme	2	2.a	0.1912652850151062	3	0	0	1	0	0
968	creme	2	3	0.8434448540210724	0	0	1	0	1	1
969	creme	2	4	0.4534028172492981	0	0	0	0	0	1
970	creme	2.a	3	0.8255898207426071	0	0	1	0	1	1
971	creme	2.a	4	0.6246182322502136	0	0	0	0	0	1
972	creme	3	4	0.758645698428154	0	0	1	0	1	1
973	cyklus	1	1.a	0.3754504323005676	2	0	1	1	0	1
974	cyklus	1	2	0.5724821984767914	0	0	0	0	0	1
975	cyklus	1.a	2	0.8563019931316376	0	0	1	0	0	1
