0	lemma	bet_1	bet_2	cosine	onto	frame	score	main_sense	figurative	label
251	arena	1.b	1.c	0.42085081338882446	1	0	7	1	2	1
252	arkitekt	1	1.a	0	3	0	2	1	0	0
253	arkitektur	1	2	0.40683263540267944	0	0	3	0	0	1
254	arkiv	1	1.a	0.6776199340820312	1	0	0	1	0	1
255	arm	1	1.a	0.02870345115661621	0	0	16	1	0	0
256	arm	1	2	0.035912930965423584	0	0	17	0	0	1
257	arm	1	3	0.3164430856704712	0	0	17	0	0	1
258	arm	1.a	2	0.018953561782836914	0	0	1	0	0	1
259	arm	1.a	3	0.2887451648712158	0	0	1	0	0	1
260	arm	2	3	0.26315492391586304	2	0	0	0	0	1
261	arrogant	1	1.a	0.5205177962779999	0	0	7	1	0	0
262	arsenal	1.a	1.b	0	2	0	2	1	1	1
263	art	1	2	0.37591832876205444	0	0	9	0	0	1
264	artikel	1	2	0.17543625831604004	3	0	2	0	0	1
265	artikel	1	3	0.24821627140045166	0	0	1	0	0	1
266	artikel	2	3	0.31754809617996216	0	0	1	0	0	1
267	artikulere	1	1.a	0.577536404132843	0	0	2	1	0	0
268	artikulere	1	2	0.332302987575531	2	0	2	0	0	1
269	artikulere	1.a	2	0.5117089152336121	0	0	4	0	0	1
270	arv	1	1.a	0.27393120527267456	0	0	0	1	0	0
271	arv	1	2	0.04232102632522583	0	0	2	0	0	1
272	arv	1	2.a	0.16798055171966553	0	0	0	0	0	1
273	arv	1	3	0.08040350675582886	0	0	3	0	0	1
274	arv	1.a	2	0.28605926036834717	0	0	2	0	0	1
275	arv	1.a	2.a	0.26099061965942383	0	0	0	0	0	1
276	arv	1.a	3	0.28938156366348267	1	0	3	0	0	1
277	arv	2	2.a	0.15005165338516235	0	0	2	1	0	0
278	arv	2	3	0.02225327491760254	0	0	1	0	0	1
279	arv	2.a	3	0.13790172338485718	0	0	3	0	0	1
280	arve	1	1.a	0.38947081565856934	0	0	4	1	0	1
281	arve	1	2	0.38947081565856934	1	0	4	0	0	1
282	arve	1	3	0.3166775703430176	0	0	4	0	0	1
283	arve	1.a	2	0	0	0	0	0	0	1
284	arve	1.a	3	0.48122942447662354	0	0	0	0	0	1
285	arve	2	3	0.48122942447662354	0	0	0	0	0	1
286	arving	1	1.a	0.5323381721973419	2	0	1	1	0	0
287	aske	1	1.a	0	4	0	4	1	0	1
288	aspekt	1	1.a	0.5652343332767487	0	0	5	1	0	0
289	asyl	1	2	0.289742648601532	1	0	17	0	0	1
290	atlet	1	2	0	2	0	2	0	0	1
291	atmosfære	1	1.a	0.221355140209198	2	0	7	1	0	1
292	atmosfære	1	1.b	0.1633409857749939	0	0	7	1	1	1
293	atmosfære	1	1.c	0.1633409857749939	0	0	7	1	1	1
294	atmosfære	1.a	1.b	0.2615209221839905	0	0	0	1	1	1
295	atmosfære	1.a	1.c	0.2615209221839905	0	0	0	1	1	1
296	atmosfære	1.b	1.c	0	3	0	0	1	2	0
297	atom	1	1.a	0	3	0	0	1	1	1
298	automatisk	1	2	0.49133777618408203	0	0	4	0	0	1
299	automatisk	1	3	0.49221575260162354	0	0	0	0	0	0
300	automatisk	2	3	0.34678512811660767	0	0	4	0	0	1
301	autorisere	1	1.a	0.5192306935787201	1	0	5	1	0	0
302	autoritet	1	1.a	0.4413263201713562	0	0	1	1	0	1
303	autoritet	1	2	0.3653950095176697	1	0	1	0	0	1
304	autoritet	1	2.a	0.4413263201713562	0	0	0	0	0	1
305	autoritet	1.a	2	0.4037328362464905	0	0	0	0	0	1
306	autoritet	1.a	2.a	0	2	0	1	0	0	1
307	autoritet	2	2.a	0.4037328362464905	0	0	1	1	0	1
308	avis	1	1.a	0.18268901109695435	1	0	13	1	0	1
309	bag	1	1.a	0.26283329725265503	0	0	3	1	0	1
310	bagdel	1	1.a	0.6899399161338806	0	0	4	1	0	1
311	bagdel	1	2	0.6273675262928009	0	0	2	0	0	1
312	bagdel	1.a	2	0.7713638097047806	0	0	2	0	0	1
313	bage	1	1.a	0.285571813583374	1	0	4	1	0	1
314	bage	1	1.b	0.6402569711208344	1	0	4	1	0	1
315	bage	1	1.c	0	2	1	1	1	0	1
316	bage	1	2	0.25639164447784424	0	0	1	0	0	1
317	bage	1.a	1.b	0.5790426135063171	2	0	0	1	0	1
318	bage	1.a	1.c	0.285571813583374	3	0	3	1	0	0
319	bage	1.a	2	0.24172478914260864	0	0	3	0	0	1
320	bage	1.b	1.c	0.6402569711208344	1	0	3	1	0	1
321	bage	1.b	2	0.5248727798461914	0	0	3	0	0	1
322	bage	1.c	2	0.25639164447784424	0	0	0	0	0	1
323	baggrund	1	1.a	0	0	0	6	1	1	1
324	baggrund	1	2	0.3149304986000061	0	0	9	0	0	1
325	baggrund	1	3	0.3254637122154236	0	0	7	0	0	1
326	baggrund	1.a	2	0.3149304986000061	0	0	3	0	1	1
327	baggrund	1.a	3	0.3254637122154236	0	0	1	0	1	1
328	baggrund	2	3	0.33335399627685547	1	0	2	0	0	1
329	bagside	1	1.a	0	2	0	0	1	0	1
330	bagside	1	1.b	0	0	0	1	1	1	1
331	bagside	1.a	1.b	0	0	0	1	1	1	1
332	bakke	1	1.a	0.009455382823944092	2	0	4	1	0	1
333	bakke	1	1	0.21942776441574097	1	0	7	1	0	0
334	bakke	1	2	0.2791377902030945	1	0	6	0	0	0
335	bakke	1	2.a	0.32023489475250244	0	0	5	0	0	1
336	bakke	1.a	1	0.23611849546432495	2	0	11	1	0	1
337	bakke	1.a	2	0.2978796362876892	2	0	10	0	0	1
338	bakke	1.a	2.a	0.3354700207710266	0	0	9	0	0	0
339	bakke	1	2	0.33265310525894165	3	0	1	0	0	0
340	bakke	1	2.a	0.38777679204940796	0	0	2	0	0	1
341	bakke	2	2.a	0.37646931409835815	0	0	1	1	0	1
342	balkon	1	1.b	0.6015426516532898	3	0	2	1	0	1
343	ballet	1	1.a	0.12358987331390381	0	0	7	1	0	1
344	ballet	1	1.b	0.42701900005340576	2	0	7	1	0	1
345	ballet	1.a	1.b	0.46988725662231445	0	0	0	1	0	1
346	ballon	1	1.a	0	2	0	1	1	0	0
347	ballon	1	1.b	0	2	0	2	1	0	1
348	ballon	1	1.c	0	2	0	1	1	0	1
349	ballon	1	2	0.4697079062461853	2	0	3	0	0	1
350	ballon	1.a	1.b	0	2	0	1	1	0	1
351	ballon	1.a	1.c	0	2	0	0	1	0	1
352	ballon	1.a	2	0.4697079062461853	2	0	2	0	0	1
353	ballon	1.b	1.c	0	2	0	1	1	0	1
354	ballon	1.b	2	0.4697079062461853	2	0	1	0	0	1
355	ballon	1.c	2	0.4697079062461853	2	0	2	0	0	1
356	bamse	1	2	0.4095951318740845	1	0	2	0	0	1
357	bange	1	1.a	0.20620805025100708	0	0	9	1	0	0
358	bank	1	1.a	0.1479690670967102	1	0	8	1	0	1
359	bank	1	1	0.21309542655944824	1	0	5	1	0	0
360	bank	1	1.a	0.03343367576599121	0	0	9	1	0	1
361	bank	1	2	0.21309542655944824	1	0	10	0	0	1
362	bank	1.a	1	0.3180828094482422	0	0	3	1	0	1
363	bank	1.a	1.a	0.14637362957000732	0	0	1	1	0	0
364	bank	1.a	2	0.3180828094482422	0	0	2	0	0	1
365	bank	1	1.a	0.22368931770324707	0	0	4	1	0	1
366	bank	1	2	0	4	0	5	0	0	1
367	bank	1.a	2	0.22368931770324707	0	0	1	0	0	1
368	bar	1	1.a	0.27858638763427734	0	0	4	1	0	0
369	bar	1	1.b	0	0	0	6	1	0	0
370	bar	1.a	1.b	0.27858638763427734	0	0	10	1	0	0
371	bar	1	1.a	0.02175360918045044	1	0	4	1	0	1
372	bar	1	2	0	0	0	10	0	0	1
373	bar	1	3	0.1625322699546814	2	0	9	0	0	1
374	bar	1	4	0.04478287696838379	0	0	5	0	0	1
375	bar	1.a	2	0.02175360918045044	0	0	6	0	0	1
376	bar	1.a	3	0.16030782461166382	1	0	5	0	0	1
377	bar	1.a	4	0.059233784675598145	0	0	1	0	0	1
378	bar	2	3	0.1625322699546814	0	0	1	0	0	0
379	bar	2	4	0.04478287696838379	0	0	5	0	0	1
380	bar	3	4	0.16733336448669434	0	0	4	0	0	1
381	barbere	1	1.a	0.38928407430648804	0	0	1	1	1	1
382	barn	1	1.a	0	2	0	11	1	0	0
383	barn	1	1.b	0.14251708984375	2	0	19	1	0	0
384	barn	1	2	0.14251708984375	2	0	15	0	0	1
385	barn	1.a	1.b	0.14251708984375	2	0	8	1	0	0
386	barn	1.a	2	0.14251708984375	2	0	4	0	0	1
387	barn	1.b	2	0	2	0	4	0	0	1
388	barndom	1	1.a	0.23845261335372925	0	0	12	1	1	1
389	barnlig	1	1.a	0.853970542550087	0	0	2	1	0	0
390	barnlig	1	2	0.7962062954902649	2	0	1	0	0	1
391	barnlig	1.a	2	0.3486734628677368	0	0	1	0	0	1
392	barre	1	2	0.6550565361976624	2	0	1	0	0	1
393	basis	1	1.a	0	0	0	13	1	1	1
394	basis	1	1.b	0.4236146807670593	0	0	1	1	0	1
395	basis	1.a	1.b	0.4236146807670593	0	0	14	1	1	1
396	basketball	1	2	0.4259132742881775	0	0	0	0	0	1
397	batteri	1	1.a	0.07658791542053223	0	0	3	1	1	1
398	batteri	1	2.b	0.5379979014396667	2	0	2	0	1	1
399	batteri	1	3	0.08823692798614502	0	0	2	0	0	1
400	batteri	1.a	2.b	0.4838283658027649	0	0	1	0	2	1
401	batteri	1.a	3	0.1549053192138672	0	0	5	0	1	1
402	batteri	2.b	3	0.5661648511886597	0	0	4	0	1	1
403	beboelse	1	1.a	0.7351695895195007	2	0	3	1	0	1
404	beboelse	1	1.b	0.6943404674530029	2	0	3	1	0	1
405	beboelse	1.a	1.b	0.5193615555763245	2	0	0	1	0	0
406	bede	1	2	0.2345525622367859	3	1	10	0	0	0
407	bede	1	3	0.16044485569000244	1	0	5	0	0	1
408	bede	1	4	0.15073645114898682	2	1	7	0	0	0
409	bede	2	3	0.11994743347167969	0	0	5	0	0	1
410	bede	2	4	0.13351082801818848	2	1	3	0	0	0
411	bede	3	4	0.017609477043151855	0	0	2	0	0	1
412	bedrage	1	1.a	0.7952235192060471	0	1	5	1	0	0
413	bedrage	1	3	0.9529123306274414	0	0	3	0	0	1
414	bedrage	1.a	3	0.5482178330421448	0	0	2	0	0	1
415	bedre	1	1.a	0.22184664011001587	0	0	17	1	0	0
416	bedre	1	2	0.1967105269432068	0	0	21	0	0	1
417	bedre	1	3	0	1	0	21	0	0	1
418	bedre	1.a	2	0.18880051374435425	0	0	4	0	0	1
419	bedre	1.a	3	0.22184664011001587	0	0	4	0	0	1
420	bedre	2	3	0.1967105269432068	0	0	0	0	0	1
421	bedre	1	1.a	0.23043417930603027	0	0	0	1	0	0
422	bedrøvet	1	1.a	0.6654782295227051	0	0	2	1	0	0
423	bedømmelse	1	1.a	0.38346076011657715	0	0	4	1	0	1
424	befri	1	2	0.5312886238098145	1	2	4	0	0	1
425	begivenhed	1	1.a	0.44401150941848755	0	0	15	1	0	1
426	begravelse	1	1.a	0.4641786217689514	0	1	2	1	0	0
427	begreb	1	1.a	0.24181264638900757	0	0	10	1	0	0
428	begreb	1	2	0.2957679033279419	1	0	8	0	0	1
429	begreb	1.a	2	0.33857816457748413	0	0	2	0	0	1
430	begrænse	1	2	0.11700606346130371	0	0	6	0	0	1
431	begrænse	1	2.a	0.11700606346130371	0	0	2	0	0	1
432	begrænse	1	3	0.1941036581993103	1	0	1	0	0	1
433	begrænse	2	2.a	0	0	0	8	1	0	1
434	begrænse	2	3	0.1914331316947937	0	0	7	0	0	1
435	begrænse	2.a	3	0.1914331316947937	0	0	1	0	0	1
436	begyndelse	1	1.a	0.6127073168754578	1	0	11	1	0	0
437	begyndelse	1	1.b	0.4919142723083496	0	0	19	1	0	0
438	begyndelse	1	2	0.4526625871658325	0	0	20	0	0	1
439	begyndelse	1.a	1.b	0.45300883054733276	0	0	8	1	0	0
440	begyndelse	1.a	2	0.4379271864891052	0	0	9	0	0	1
441	begyndelse	1.b	2	0.43345558643341064	0	0	1	0	0	1
442	behagelig	1	1.a	0.8259321749210358	0	0	14	1	0	1
443	behov	1	1.a	0.29945194721221924	0	0	23	1	0	1
444	bekendt	1	1.a	0.37092167139053345	0	0	4	1	0	0
445	bekendt	1	1.b	0.37092167139053345	0	0	4	1	0	0
446	bekendt	1.a	1.b	0	0	0	0	1	0	0
447	bekendtskab	1	1.a	0.5903910398483276	0	0	2	1	0	0
448	bekendtskab	1	2	0.5047350227832794	0	0	1	0	0	1
449	bekendtskab	1	2.a	0.3417895436286926	0	0	1	0	0	1
450	bekendtskab	1.a	2	0.46444618701934814	0	0	1	0	0	1
451	bekendtskab	1.a	2.a	0.5649266541004181	0	0	1	0	0	1
452	bekendtskab	2	2.a	0.5505508780479431	0	0	0	1	0	0
453	bekrige	1	1.a	0.6624020338058472	0	0	0	1	0	1
454	bekrige	1	2	0.7052746415138245	0	0	1	0	0	1
455	bekrige	1.a	2	0.6531160473823547	0	0	1	0	0	1
456	bekvem	1	1.a	0.34478795528411865	0	0	5	1	0	0
457	belønning	1	1.a	0.5246829688549042	0	0	1	1	0	1
458	bemærke	1	2	0.377774178981781	1	0	5	0	0	1
459	bemærkning	1	1.a	0.09129482507705688	0	0	11	1	0	1
460	ben	1	2	0.32005685567855835	0	0	35	0	0	1
461	ben	1	3	0.3902638554573059	3	0	35	0	0	1
462	ben	1	3.a	0.21699225902557373	1	0	37	0	0	1
463	ben	2	3	0.491962194442749	0	0	0	0	0	1
464	ben	2	3.a	0.3303496241569519	0	0	2	0	0	1
465	ben	3	3.a	0.48855459690093994	1	0	2	1	0	0
466	berede	1	1.a	0	0	0	1	1	0	0
467	berede	1	2	0.49325352907180786	0	0	3	0	0	1
468	berede	1.a	2	0.49325352907180786	0	0	4	0	0	1
469	beredskab	1	2	0.4322274327278137	1	0	6	0	0	1
470	beredskab	1	2.a	0.24888843297958374	0	0	1	0	0	1
471	beredskab	2	2.a	0.458654522895813	0	0	7	1	0	1
472	beregning	1	2	0.250258207321167	4	2	7	0	0	1
473	beregning	1	2.a	0.32024192810058594	4	1	5	0	0	1
474	beregning	2	2.a	0.3020747900009155	4	1	2	1	0	1
475	beretning	1	2	0.19529908895492554	3	0	5	0	0	1
476	berøre	1	1.a	0.3589218854904175	0	0	6	1	1	1
477	berøre	1	1.b	0.2698014974594116	2	0	6	1	1	1
478	berøre	1	2	0.5682626664638519	0	0	0	0	0	1
479	berøre	1.a	1.b	0.1979849934577942	0	0	0	1	2	1
480	berøre	1.a	2	0.5233995914459229	1	0	6	0	1	1
481	berøre	1.b	2	0.5264673829078674	0	0	6	0	1	1
482	berøring	1	1.a	0.582876443862915	0	0	3	1	1	1
483	besidde	1	1.a	0.4687303304672241	0	0	1	1	0	1
484	besidde	1	1.b	0.48013848066329956	0	0	1	1	0	1
485	besidde	1	1.c	0.7558222264051437	1	0	3	1	0	1
486	besidde	1.a	1.b	0.2692677974700928	0	0	0	1	0	1
487	besidde	1.a	1.c	0.5304600596427917	0	0	2	1	0	0
488	besidde	1.b	1.c	0.6836022138595581	0	0	2	1	0	1
489	besiddelse	1	2	0.27328944206237793	0	0	1	0	0	1
490	besiddelse	1	3	0.3558468222618103	0	0	0	0	0	1
491	besiddelse	2	3	0.0949939489364624	0	0	1	0	0	1
492	besked	1	1.a	0.10118377208709717	0	0	3	1	0	1
493	beskidt	1	1.a	0.13542956113815308	0	0	2	1	0	0
494	beskidt	1	1.b	0.17798352241516113	0	0	4	1	1	1
495	beskidt	1.a	1.b	0.06375795602798462	0	0	6	1	1	1
496	beskrive	1	1.a	0.22868680953979492	0	0	17	1	0	1
497	beskrive	1	2	0.2557768225669861	2	0	14	0	0	1
498	beskrive	1.a	2	0.30442386865615845	0	0	3	0	0	1
499	beskytte	1	1.a	0.15867984294891357	1	1	5	1	0	1
500	beskyttelse	1	1.a	0.2462235689163208	0	0	31	1	0	1
501	bestand	1	2	0	1	0	5	0	0	1
502	bestemme	1	1.a	0.08388274908065796	0	0	1	1	0	1
503	bestemme	1	1.b	0.2387339472770691	0	0	1	1	0	1
504	bestemme	1	2	0.058878540992736816	3	0	1	0	0	1
505	bestemme	1.a	1.b	0.21492087841033936	0	0	0	1	0	1
506	bestemme	1.a	2	0.06702667474746704	0	0	0	0	0	1
507	bestemme	1.b	2	0.18634182214736938	0	0	0	0	0	1
508	bestemmelse	1.a	2	0.1556776762008667	1	0	9	0	0	1
509	bestemt	1	2	0.43188536167144775	0	0	2	0	0	1
510	bestemt	1	3	0.3955764174461365	1	0	0	0	0	1
511	bestemt	1	4	0.16364163160324097	0	0	3	0	0	1
512	bestemt	1	4.a	0.4052391052246094	0	0	6	0	0	1
513	bestemt	2	3	0.48287057876586914	0	0	2	0	0	0
514	bestemt	2	4	0.35421156883239746	0	0	5	0	0	1
515	bestemt	2	4.a	0.4247514605522156	0	0	8	0	0	1
516	bestemt	3	4	0.3107038140296936	0	0	3	0	0	1
517	bestemt	3	4.a	0.4361511468887329	0	0	6	0	0	1
518	bestemt	4	4.a	0.25268077850341797	0	0	3	1	0	0
519	bestilling	1	1.a	0	4	0	1	1	0	0
520	bestride	1	2	0.3979218006134033	0	0	4	0	0	1
521	bestå	1	1.a	0.25507116317749023	0	0	2	1	0	0
522	bestå	1	2	0.2391754388809204	2	0	1	0	0	1
523	bestå	1	2.a	0.32327550649642944	2	0	2	0	0	1
524	bestå	1	3	0.27605772018432617	0	0	1	0	0	1
525	bestå	1.a	2	0.06894177198410034	0	0	1	0	0	1
526	bestå	1.a	2.a	0.17055141925811768	0	0	4	0	0	1
527	bestå	1.a	3	0.13175249099731445	0	0	1	0	0	1
528	bestå	2	2.a	0.22309339046478271	2	0	3	1	0	0
529	bestå	2	3	0.14288115501403809	0	0	0	0	0	1
530	bestå	2.a	3	0.27187633514404297	0	0	3	0	0	1
531	besætning	1	2	0.3344617486000061	2	0	0	0	0	1
532	besætning	1	3	0.5307252705097198	3	0	0	0	0	1
533	besætning	2	3	0.3085758686065674	2	0	0	0	0	1
534	besættelse	1	1.a	0.15379369258880615	0	0	7	1	0	0
535	besættelse	1	2	0.28926050662994385	0	0	6	0	0	1
536	besættelse	1	2.a	0.06829798221588135	0	0	7	0	1	1
537	besættelse	1	3	0.47693341970443726	0	0	4	0	0	1
538	besættelse	1.a	2	0.2957240343093872	0	0	1	0	0	1
539	besættelse	1.a	2.a	0.0866132378578186	0	0	0	0	1	1
540	besættelse	1.a	3	0.5191439390182495	0	0	3	0	0	1
541	besættelse	2	2.a	0.21030187606811523	0	0	1	1	1	1
542	besættelse	2	3	0.5726369023323059	0	0	2	0	0	1
543	besættelse	2.a	3	0.49956732988357544	0	0	3	0	1	1
544	besøg	1	2	0	4	1	15	0	0	0
545	besøge	1	2	0.31279343366622925	2	1	8	0	0	0
546	betale	1	1.a	0.1677585244178772	0	0	6	1	0	0
547	betale	1	1.b	0.24145734310150146	0	0	0	1	1	1
548	betale	1	2	0.1434292197227478	0	0	5	0	0	0
549	betale	1.a	1.b	0.1838814616203308	0	0	6	1	1	1
550	betale	1.a	2	0.0670233964920044	0	0	11	0	0	0
551	betale	1.b	2	0.15448886156082153	0	0	5	0	1	1
552	betaling	1	2	0.4774892330169678	0	0	5	0	0	1
553	betingelse	1	1.a	0.4466512203216553	0	0	5	1	0	1
554	betingelse	1	2	0.3991420865058899	1	0	1	0	0	1
555	betingelse	1.a	2	0.48272788524627686	0	0	4	0	0	1
556	betragte	1	1.a	0.2560558319091797	3	0	3	1	1	1
557	betyde	1	1.a	0	0	0	2	1	0	0
558	betyde	1	2	0.19520920515060425	1	0	2	0	0	0
559	betyde	1	3	0	0	0	5	0	0	1
560	betyde	1.a	2	0.19520920515060425	0	0	0	0	0	0
561	betyde	1.a	3	0	0	0	3	0	0	1
562	betyde	2	3	0.19520920515060425	0	0	3	0	0	1
563	betydning	1	2	0.12904006242752075	2	0	7	0	0	1
564	betænke	1	2	0.5167286098003387	2	0	1	0	0	1
565	beundre	1	1.a	0.24569731950759888	0	1	0	1	0	0
566	bevare	1	2	0.0722208023071289	0	0	2	0	0	1
567	bevarelse	1	2	0	4	0	1	0	0	1
568	bevidst	1	1.a	0.3290853500366211	0	0	11	1	0	0
569	bevidst	1	2	0.4036945104598999	2	0	3	0	0	1
570	bevidst	1.a	2	0.39107048511505127	0	0	8	0	0	1
571	bevidsthed	1	1.a	0.3838433027267456	0	0	1	1	0	1
572	bevidsthed	1	2	0.5335536599159241	2	0	5	0	0	1
573	bevidsthed	1.a	2	0.37649601697921753	0	0	6	0	0	1
574	bevilling	1	2	0.48289573192596436	1	0	1	0	0	1
575	bevilling	1	3	0.40553146600723267	0	0	2	0	0	1
576	bevilling	2	3	0.3485604524612427	0	0	1	0	0	1
577	bevis	1	1.a	0.36801058053970337	0	0	16	1	0	0
578	bevis	1	2	0.39946913719177246	0	0	14	0	0	1
579	bevis	1.a	2	0.18706029653549194	0	0	2	0	0	1
580	bevise	1	1.a	0.19665241241455078	0	0	14	1	0	0
581	bevogte	1	1.a	0	2	1	6	1	0	0
582	bevogte	1	1.b	0	3	1	6	1	0	0
583	bevogte	1.a	1.b	0	2	1	0	1	0	0
584	bevæge	1	1.a	0	2	0	7	1	1	1
585	bevæge	1	2	0.2883397936820984	0	0	4	0	0	1
586	bevæge	1	3	0.23067814111709595	2	0	6	0	0	1
587	bevæge	1.a	2	0.2883397936820984	2	0	3	0	1	1
588	bevæge	1.a	3	0.23067814111709595	0	0	1	0	1	1
589	bevæge	2	3	0.1822795271873474	0	1	2	0	0	1
590	bevægelig	1	1.a	0.4554988145828247	2	0	2	1	1	1
591	bevægelig	1	2	0.8885173425078392	2	0	1	0	0	1
592	bevægelig	1	3	0.9647466279566288	0	0	1	0	0	1
593	bevægelig	1.a	2	0.8645537793636322	2	0	1	0	1	1
594	bevægelig	1.a	3	0.9517701081931591	0	0	1	0	1	1
595	bevægelig	2	3	0.7818906307220459	0	0	0	0	0	1
596	bevægelse	1	1.a	0.23762071132659912	2	2	9	1	0	0
597	bevægelse	1	1.b	0.27640610933303833	1	1	10	1	1	1
598	bevægelse	1	2	0.49529945850372314	0	0	8	0	0	1
599	bevægelse	1	3	0.38510769605636597	1	0	12	0	0	1
600	bevægelse	1.a	1.b	0.31297773122787476	1	1	1	1	1	1
601	bevægelse	1.a	2	0.48676377534866333	0	0	1	0	0	1
602	bevægelse	1.a	3	0.4161282777786255	0	0	3	0	0	1
603	bevægelse	1.b	2	0.4570561647415161	3	0	2	0	1	1
604	bevægelse	1.b	3	0.36622685194015503	1	0	2	0	1	1
605	bevægelse	2	3	0.15094083547592163	1	0	4	0	0	1
606	bibliotek	1	1.a	0.3464234471321106	1	0	7	1	0	1
607	bibliotek	1	1.b	0.24722468852996826	1	0	7	1	0	1
608	bibliotek	1.a	1.b	0.3882570266723633	1	0	0	1	0	1
609	bide	1	1.a	0.1599670648574829	1	1	11	1	0	0
610	bide	1	1.d	0.30203747749328613	1	0	10	1	1	1
611	bide	1.a	1.d	0.2234906554222107	0	0	1	1	1	1
612	bidrag	1	1.a	0.3852120041847229	0	0	6	1	0	0
613	bidrag	1	2	0.24803447723388672	0	0	6	0	0	1
614	bidrag	1	2.a	0.24803447723388672	0	0	8	0	0	1
615	bidrag	1	2.b	0.3278232216835022	0	0	11	0	0	1
616	bidrag	1.a	2	0.23753303289413452	1	0	0	0	0	1
617	bidrag	1.a	2.a	0.23753303289413452	1	0	2	0	0	1
618	bidrag	1.a	2.b	0.3303704261779785	0	0	5	0	0	1
619	bidrag	2	2.a	0	2	0	2	1	0	0
620	bidrag	2	2.b	0.08068728446960449	0	0	5	1	0	0
621	bidrag	2.a	2.b	0.08068728446960449	0	0	3	1	0	0
622	bilag	1	1.a	0.4216683506965637	0	0	5	1	0	0
623	billet	1	1.a	0.4763335585594177	0	0	6	1	1	1
624	billig	1	1.a	0.528644323348999	1	0	18	1	0	0
625	billig	1	1.b	0.5906015336513519	0	0	17	1	1	1
626	billig	1.a	1.b	0.43650585412979126	0	0	1	1	1	1
627	bitter	1	2	0.4050367474555969	1	0	7	0	0	1
628	bitter	1	2.a	0.38627398014068604	0	0	1	0	0	1
629	bitter	1	2.b	0.25571078062057495	0	0	6	0	0	1
630	bitter	2	2.a	0.15311801433563232	0	0	6	1	0	0
631	bitter	2	2.b	0.3955541253089905	0	0	1	1	0	0
632	bitter	2.a	2.b	0.39086031913757324	0	0	5	1	0	0
633	bjerg	1	1.a	0.1864081621170044	1	0	17	1	1	1
634	bjælke	1	1.a	0.8517391383647919	0	0	1	1	0	1
635	bjælke	1	1.b	0.8340568691492081	0	0	3	1	0	1
636	bjælke	1.a	1.b	0.8912799432873726	0	0	2	1	0	1
637	blanding	1	2	0.5367648899555206	0	0	14	0	0	1
638	blank	1	1.a	0.6297065615653992	0	0	3	1	0	0
639	blank	1	2	0.7321534752845764	0	0	1	0	0	1
640	blank	1	3	0.8657010197639465	0	0	3	0	0	1
641	blank	1	4	0.8333382904529572	0	0	0	0	0	1
642	blank	1.a	2	0.6518077850341797	0	0	2	0	0	1
643	blank	1.a	3	0.7097296714782715	0	0	0	0	0	1
644	blank	1.a	4	0.7349170446395874	0	0	3	0	0	1
645	blank	2	3	0.8819175511598587	0	0	2	0	0	1
646	blank	2	4	0.8216236382722855	1	0	1	0	0	1
647	blank	3	4	0.7005678415298462	0	0	3	0	0	1
648	blik	1	2	0.31711912155151367	0	1	19	0	0	0
649	blik	1	3	0.41150230169296265	0	0	1	0	0	1
650	blik	1	4	0.4375014305114746	0	0	15	0	0	1
651	blik	1	4.a	0.5578493177890778	0	0	17	0	0	1
652	blik	2	3	0.29408514499664307	0	0	18	0	0	1
653	blik	2	4	0.3050578832626343	0	0	4	0	0	1
654	blik	2	4.a	0.35621023178100586	0	0	2	0	0	1
655	blik	3	4	0.37835413217544556	0	0	14	0	0	1
656	blik	3	4.a	0.38593828678131104	0	0	16	0	0	1
657	blik	4	4.a	0.35060542821884155	0	0	2	1	0	0
658	blinke	1	1.a	0.39674562215805054	0	0	5	1	0	0
659	blinke	1	2	0.3430338501930237	0	0	3	0	0	1
660	blinke	1	2.a	0.39674562215805054	0	0	2	0	0	1
661	blinke	1.a	2	0.5170779526233673	0	0	2	0	0	1
662	blinke	1.a	2.a	0	4	1	3	0	0	1
663	blinke	2	2.a	0.5170779526233673	0	0	1	1	0	0
664	blitz	1	1.a	0.5776369571685791	0	0	0	1	0	0
665	blokere	1	1.a	0.28983211517333984	2	0	2	1	1	1
666	blokere	1	1.b	0.3007018566131592	0	0	2	1	0	1
667	blokere	1	2	0.2820550799369812	1	0	1	0	0	1
668	blokere	1	2.a	0.131511390209198	2	0	2	0	0	1
669	blokere	1.a	1.b	0.24624884128570557	0	0	0	1	1	1
670	blokere	1.a	2	0.4177080988883972	1	0	1	0	1	1
671	blokere	1.a	2.a	0.3117139935493469	1	0	0	0	1	1
672	blokere	1.b	2	0.4061098098754883	0	0	1	0	0	1
673	blokere	1.b	2.a	0.28512609004974365	0	0	0	0	0	1
674	blokere	2	2.a	0.3165781497955322	1	0	1	1	0	0
675	blomstre	1	1.a	0.5816171169281006	0	0	1	1	1	1
676	blomstre	1	1.b	0.663718044757843	0	0	4	1	1	1
677	blomstre	1.a	1.b	0.5666010975837708	0	0	5	1	2	0
678	blond	1	1.a	0.3705598711967468	2	0	5	1	0	0
679	blot	1	1.a	0.16474390029907227	0	0	1	1	0	0
680	bly	1	1.a	0.3610711097717285	1	0	0	1	0	1
681	bly	1	1.b	0.321922242641449	0	0	1	1	0	1
682	bly	1.a	1.b	0.19729232788085938	0	0	1	1	0	1
683	blæser	1	2	0.4863293170928955	1	0	2	0	0	1
684	bløde	1	1.a	0.28971225023269653	0	0	5	1	0	0
