	0	1	2	3	4	5	6	7	8	9
0	lemma	bet_1	bet_2	cosine	onto	frame	score	main_sense	figurative	label
97	agent	1	2.b	0.6690541207790375	3	0	3	0	0	1
98	agent	1	4	0.7857140749692917	0	0	1	0	0	1
99	agent	2	2.a	0.44030261039733887	3	0	1	1	0	0
100	agent	2	2.b	0.606702983379364	3	0	2	1	0	0
101	agent	2	4	0.8068042099475861	0	0	0	0	0	1
102	agent	2.a	2.b	0.641835629940033	3	0	1	1	0	0
103	agent	2.a	4	0.868082657456398	0	0	1	0	0	1
104	agent	2.b	4	0.7742975205183029	0	0	2	0	0	1
105	aggressiv	1	1.a	0.5102380812168121	0	0	0	1	0	0
106	agt	1	2	0.8762484267354012	1	0	1	0	0	1
107	akademi	1	1.a	0.5003861784934998	5	0	0	1	0	0
108	akademi	1	2	0.8008562922477722	4	0	2	0	0	1
109	akademi	1.a	2	0.683215320110321	4	0	2	0	0	1
110	akademisk	1	1.a	0.5758328437805176	0	0	2	1	1	1
111	akavet	1	1.a	0.5601670145988464	0	0	1	1	1	0
112	akkord	1	1.a	0.8994536101818085	0	0	2	1	0	0
113	akkord	1	3	0.9013374894857407	0	0	0	0	0	1
114	akkord	1.a	3	0.7665082216262817	0	0	2	0	0	1
115	akse	1	2	0.6859487295150757	3	0	3	0	0	1
116	akse	1	2.a	0.7239775359630585	3	0	4	0	0	1
117	akse	2	2.a	0.47184455394744873	3	0	1	1	0	0
118	akt	1	1.a	0.6332158148288727	0	0	4	1	1	1
119	akt	1	2	0.4754157066345215	0	0	2	0	0	1
120	akt	1	3	0.7951319068670273	4	0	3	0	0	1
121	akt	1	3.a	0.5010071694850922	3	0	3	0	0	1
122	akt	1.a	2	0.831665113568306	0	0	2	0	1	1
123	akt	1.a	3	0.6171263754367828	0	0	1	0	1	1
124	akt	1.a	3.a	0.49756312370300293	0	0	1	0	1	1
125	akt	2	3	0.7989502251148224	0	0	1	0	0	1
126	akt	2	3.a	0.6383726894855499	0	0	1	0	0	1
127	akt	3	3.a	0.6925094425678253	2	0	0	1	0	1
128	aktiv	1	1.a	0.499273419380188	0	0	12	1	0	0
129	aktiv	1	1.b	0.4605289697647095	0	0	1	1	0	0
130	aktiv	1	1.c	0.4359012246131897	0	0	9	1	0	1
131	aktiv	1.a	1.b	0.7657161951065063	0	0	11	1	0	0
132	aktiv	1.a	1.c	0.5659405887126923	0	0	3	1	0	1
133	aktiv	1.b	1.c	0.41412609815597534	0	0	8	1	0	1
134	aktivitet	1	2	0.5783661007881165	2	0	4	0	0	0
135	aktivitet	1	3	0.5166779160499573	2	0	4	0	0	1
136	aktivitet	2	3	0.5850720405578613	1	0	8	0	0	1
137	akut	1	1.a	0.576277881860733	0	0	7	1	0	0
138	akvarium	1	1.a	0.7470406293869019	1	0	1	1	0	1
139	alarm	1	1.a	0.8084023594856262	0	0	0	1	0	0
140	alarm	1	2	0.6596752107143402	0	0	5	0	0	1
141	alarm	1	2.a	0.7473403811454773	0	0	0	0	1	1
142	alarm	1.a	2	0.7721291333436966	0	0	5	0	0	1
143	alarm	1.a	2.a	0.496490478515625	0	0	0	0	1	1
144	alarm	2	2.a	0.834010049700737	0	0	5	1	1	1
145	album	1	2	0	1	0	8	0	0	1
146	album	1	3	0	0	0	1	0	0	0
147	album	2	3	0	0	0	7	0	0	1
148	alder	1	1.a	0.4671611189842224	2	0	16	1	0	0
149	alder	1	1.b	0.3582019805908203	0	0	13	1	0	0
150	alder	1	2	0.3855631947517395	2	0	20	0	0	1
151	alder	1.a	1.b	0.5102653801441193	0	0	3	1	0	0
152	alder	1.a	2	0.540781557559967	2	0	4	0	0	1
153	alder	1.b	2	0.3888853192329407	0	0	7	0	0	1
154	alderdom	1	1.a	0.7572537958621979	0	0	5	1	0	0
155	alene	1	1.a	0.4784719944000244	0	0	15	1	0	0
156	alkohol	1	2	0.3862043619155884	2	0	2	0	0	1
157	alkoholfri	1	2	0.6325864493846893	0	0	1	0	0	0
158	alt	1	2	0.4394569396972656	0	0	1	0	0	1
159	alter	1	1.a	0.7983578890562057	0	0	0	1	1	0
160	alter	1	2	0.7856628149747849	2	0	0	0	0	1
161	alter	1.a	2	0.7888222634792328	0	0	0	0	1	1
162	aluminium	1	1.a	0.5576040744781494	1	0	1	1	0	1
163	alvor	1	2	0.24794918298721313	2	0	2	0	0	1
164	alvorlig	1	1.a	0.41540318727493286	1	0	17	1	0	1
165	alvorlig	1	2	0.40368711948394775	1	0	17	0	0	1
166	alvorlig	1	3	0.429939329624176	0	0	14	0	0	1
167	alvorlig	1.a	2	0.5140800476074219	1	0	0	0	0	1
168	alvorlig	1.a	3	0.4940614104270935	0	0	3	0	0	1
169	alvorlig	2	3	0.39581531286239624	0	0	3	0	0	0
170	amatør	1	2	0.8169010579586029	2	0	1	0	0	1
171	ambassade	1	1.a	0.44685065746307373	1	0	2	1	0	1
172	ambitiøs	1	1.a	0.5983732342720032	0	0	3	1	0	0
173	amputere	1	1.a	1.023089563474059	2	0	3	1	1	1
174	analyse	1	2	0.4790577292442322	2	0	11	0	0	1
175	anbefale	1	1.a	0.6192182898521423	0	1	4	1	0	0
176	anbefaling	1	2	0.4403819441795349	2	0	4	0	0	1
177	anbringe	1	1.a	0.6303272247314453	1	0	4	1	0	1
178	anbringe	1	1.b	0.821344643831253	0	0	1	1	1	1
179	anbringe	1	2	0.6496151983737946	4	0	1	0	0	1
180	anbringe	1.a	1.b	0.8411562144756317	0	0	5	1	1	1
181	anbringe	1.a	2	0.4861047863960266	1	0	5	0	0	1
182	anbringe	1.b	2	0.7551063001155853	0	0	0	0	1	1
183	and	1	1.a	0.6260265707969666	2	0	3	1	0	1
184	andel	1	1.a	0.4425557255744934	2	0	1	1	0	1
185	andel	1	2	0.4559623599052429	1	0	1	0	0	1
186	andel	1.a	2	0.4237150549888611	1	0	2	0	0	1
187	anderledes	1	1.a	0.34289997816085815	0	0	8	1	0	0
188	anerkende	1	1.a	0.5443635880947113	0	0	6	1	0	0
189	anerkende	1	1.b	0.5436341464519501	0	0	8	1	0	0
190	anerkende	1	2	0.6439514458179474	0	0	1	0	0	1
191	anerkende	1.a	1.b	0.5180386900901794	0	0	2	1	0	0
192	anerkende	1.a	2	0.496920645236969	0	0	7	0	0	1
193	anerkende	1.b	2	0.6711263954639435	2	0	9	0	0	1
194	anerkendelse	1	2	0.3237120509147644	2	0	5	0	0	1
195	anerkendelse	1	2.a	0.32914191484451294	0	0	7	0	0	1
196	anerkendelse	2	2.a	0.24564731121063232	0	0	2	1	0	0
197	anke	1	2	0.6692858934402466	4	0	6	0	0	1
198	anklage	1	1.a	0.7673344016075134	0	0	1	1	0	1
199	anklage	1	1.a	0.44026029109954834	0	0	5	1	0	1
200	anledning	1	2	0.29078203439712524	1	0	3	0	0	1
201	anledning	1	2.a	0.4176410436630249	1	0	8	0	0	1
202	anledning	2	2.a	0.3163716197013855	1	0	11	1	0	0
203	anmeldelse	1	2	0.687530130147934	0	0	3	0	0	1
204	anmodning	1	1.a	0.70587557554245	0	0	6	1	0	0
205	anonym	1	1.a	0.7818943560123444	0	0	9	1	0	0
206	anseelse	1	1.a	0.5859192609786987	0	1	4	1	0	0
207	anspændt	1	1.a	0.8554768413305283	1	0	1	1	0	0
208	anstrengelse	1	1.a	0.5150122046470642	3	0	2	1	0	0
209	ansvarlig	1	2	0.5026658177375793	0	0	12	0	0	1
210	ansvarlig	1	2.a	0.5380857586860657	0	0	13	0	0	1
